Feature,Importance,Importance Percentage,Contribution Range,"Ground Truth Correlation (Y, X)","Prediction Correlation (Y_hat, X)","Total Contribution Correlation (Y_shap, X)","Total Contribution Spearman Correlation (Y_shap, X)","Pure Main Effect Correlation (Y_pure, X)",Feature,Importance,Importance Percentage,Contribution Range,"Ground Truth Correlation (Y, X)","Prediction Correlation (Y_hat, X)","Total Contribution Correlation (Y_shap, X)","Total Contribution Spearman Correlation (Y_shap, X)","Pure Main Effect Correlation (Y_pure, X)"
num__부채비율,0.0003047452111053176,0.48783101774593973,0.0007374804229222063,0.08659163065362169,0.18143674650490516,0.34818697876072646,0.3924551312381439,0.5142986201163089,num__fe_재고자산비중__lag1,0.0002914414158382958,0.466534525632231,0.0005721088819532303,0.07826799694249396,0.04415051488938886,-0.08936665652932246,0.04214892936107087,0.22514163420078123
num__자본집약도_종업원1인당,0.00028193726630331773,0.451320442616319,0.0005953104710926935,-0.0026680173139751896,-0.015213168455703623,0.1691412734435531,0.27239958337484566,0.33812772333301655,num__fe_시장지배력__diff1,0.00029073652384830234,0.4654061463686743,0.0006035045686870917,-0.010659250654338195,-0.14760552291259016,-0.05893064555959798,-0.35677365190016996,-0.0737316391369146
num__영업활동으로인한현금흐름_연결,0.00027338289382182647,0.4376267467623698,0.0005484932339835642,-0.02072143895635828,-0.05578988493858038,0.5466747456207988,0.5827522114685874,0.6792501350682402,missing__missingindicator_ESG등급,0.00028098696940161865,0.4497992232900653,0.000568927969649741,-0.0019169634457616015,0.0017929195088611813,-0.47879105689493623,-0.5598730683812182,-0.3747095406091707
num__KSIC대분류_EBITDA대매출액,0.000268117505653923,0.4291980017807528,0.0005541053126217569,-0.06135025528438721,-0.14384304683746862,0.22363602013990547,0.16568245579071106,0.19657125245861568,num__fe_배출권_부족비율__lag1,0.0002801498498172311,0.44845917631329524,0.0005573941316686704,-0.012558709020525515,-0.012538093168183488,-0.2475658996196182,-0.36094806705506594,-0.15920276689618176
num__기말종가,0.0002680264547778475,0.42905224906693173,0.0006218816784393063,0.06404208265401164,-0.058712111540653616,0.33884912685870716,0.6935069137492104,0.4017001767163741,num__무형자산계_연결,0.00026242020057865766,0.4200778514650345,0.0005447702977426779,0.03957532109160193,0.003806441269798444,-0.17278396937886242,0.15392542052829097,0.04319059799799182
num__fe_signed_log1p_Scope3협력사간접배출량_tCO2e,0.00026384292835036004,0.42235533019662036,0.0005295180514647254,0.005819659299810851,0.030037903095513217,0.5167293787656227,0.44546407090726803,0.3961031207689272,num__fe_Scope3_매출집약도__lag1,0.0002611600885554879,0.41806068529363777,0.0006633709190210607,-0.02549218236915203,0.044038101883433364,-0.4410073204418888,-0.23550532390027623,-0.0008506653892508216
num__부채총계_연결,0.00023672205869621114,0.3789406973708854,0.0006578497806225777,0.008454777718590054,0.03586708632910451,0.1199133602844625,0.15978391773177733,0.26139544668807196,num__총수익_연결,0.00026088533850708654,0.41762087002877685,0.0005290834123130102,0.016224848704899826,0.03045843304076328,-0.6510704097176919,-0.8434432060801115,0.5226615502608946
num__상장주식수_보통주,0.0002366765946890594,0.3788679193515059,0.0006748855210247538,-0.07417254577264397,0.0024548702152625956,0.5378371127028476,-0.24860308102501624,-0.06067014473798562,num__fe_signed_log1p_기부금_원__lag1,0.00023632566550771842,0.3783061578095627,0.00044829666881103156,0.006536516023544695,-0.004224190582936312,-0.24342019803664694,-0.24808064135648583,0.16541322721255386
num__장외_거래량_천톤,0.00023421946999509596,0.3749345953926575,0.0004440502955581401,0.0006115215279194157,0.04236808062007087,0.12180194533267752,0.1993426342645835,0.3032313201973922,num__소계_거래대금_억원,0.0002269287880959973,0.3632637942076306,0.00042632436413371966,-0.0006115215279193982,-0.042368080620070844,-0.40722440170409113,-0.5667543406854489,-0.016282790306736232
num__fe_signed_log1p_수익_연결,0.00022926275560949548,0.36699997021960507,0.0005041860264447578,0.029179748921232613,0.006170168096009494,0.38499422184777515,0.4289439481293712,0.3341425087482755,num__매출총이익손실_연결,0.0002238378359521195,0.3583158499079225,0.00044702957909415397,-0.00297638111123093,-0.03464770446620489,-0.1934530937253907,0.5213096471203637,0.4587630319239542
missing__missingindicator_fe_운영탄소집약도_변화,0.00021828644567385675,0.34942927754956665,0.0004938794962882433,-0.02554822277946333,0.008126688279956319,0.638434881895326,0.15732042241601865,0.7681790551715704,num__장외_평균가격_원_tCO2eq,0.0002225883093311015,0.3563156286705781,0.0005108166438364753,0.0006115215279194154,0.042368080620070844,-0.08296007230788521,0.05759088587627128,0.16635471807350533
