Feature,Category / Metric,Overall Sample,Target (Y) Subgroup,Statistics
num__fe_영업이익_매출,Mean ± SD,0.00 ± 1.00,-,"$r$=-0.26, $p$<0.001"
num__EBITDA대매출액,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.24, $p$<0.001"
num__총자본순이익율,Mean ± SD,0.00 ± 1.00,-,"$r$=-0.20, $p$<0.001"
num__자기자본순이익율,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.19, $p$<0.001"
num__EBITDA대매출액__lag1,Mean ± SD,0.01 ± 0.99,-,"$r$=-0.16, $p$<0.001"
num__EBITDA대매출액__diff1,Mean ± SD,-0.02 ± 0.51,-,"$r$=-0.14, $p$<0.001"
num__매출액순이익율,Mean ± SD,-0.00 ± 0.99,-,"$r$=-0.13, $p$<0.001"
num__매출액총이익율,Mean ± SD,0.00 ± 1.00,-,"$r$=-0.12, $p$<0.001"
num__fe_판관비율__diff1,Mean ± SD,0.01 ± 0.23,-,"$r$=0.09, $p$<0.001"
num__fe_부채_자산,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.09, $p$<0.001"
num__부채비율,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.09, $p$<0.001"
num__fe_영업현금흐름_자산,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.09, $p$<0.001"
missing__missingindicator_fe_Scope3_매출집약도,0.0,"4,888 (88.87%)",-0.00 ± 0.06,"$T$=-2.48, $p$=0.01"
missing__missingindicator_fe_Scope3_매출집약도,1.0,612 (11.13%),0.00 ± 0.06,
missing__missingindicator_fe_Scope2_매출집약도,0.0,"4,888 (88.87%)",-0.00 ± 0.06,"$T$=-2.48, $p$=0.01"
missing__missingindicator_fe_Scope2_매출집약도,1.0,612 (11.13%),0.00 ± 0.06,
missing__missingindicator_fe_Scope1_2_매출집약도,0.0,"4,888 (88.87%)",-0.00 ± 0.06,"$T$=-2.48, $p$=0.01"
missing__missingindicator_fe_Scope1_2_매출집약도,1.0,612 (11.13%),0.00 ± 0.06,
missing__missingindicator_fe_signed_log1p_Scope3협력사간접배출량_tCO2e,0.0,"4,888 (88.87%)",-0.00 ± 0.06,"$T$=-2.48, $p$=0.01"
missing__missingindicator_fe_signed_log1p_Scope3협력사간접배출량_tCO2e,1.0,612 (11.13%),0.00 ± 0.06,
missing__missingindicator_fe_signed_log1p_Scope2사업장간접배출량_tCO2e,0.0,"4,888 (88.87%)",-0.00 ± 0.06,"$T$=-2.48, $p$=0.01"
missing__missingindicator_fe_signed_log1p_Scope2사업장간접배출량_tCO2e,1.0,612 (11.13%),0.00 ± 0.06,
cat__Scope2사업장간접자료출처_Missing,0.0,"4,888 (88.87%)",-0.00 ± 0.06,"$T$=-2.48, $p$=0.01"
cat__Scope2사업장간접자료출처_Missing,1.0,612 (11.13%),0.00 ± 0.06,
missing__missingindicator_fe_Scope1_2_tCO2e,0.0,"4,888 (88.87%)",-0.00 ± 0.06,"$T$=-2.48, $p$=0.01"
missing__missingindicator_fe_Scope1_2_tCO2e,1.0,612 (11.13%),0.00 ± 0.06,
cat__Scope1자료출처_Missing,0.0,"4,888 (88.87%)",-0.00 ± 0.06,"$T$=-2.48, $p$=0.01"
cat__Scope1자료출처_Missing,1.0,612 (11.13%),0.00 ± 0.06,
missing__missingindicator_fe_signed_log1p_Scope1직접배출량_tCO2e,0.0,"4,888 (88.87%)",-0.00 ± 0.06,"$T$=-2.48, $p$=0.01"
missing__missingindicator_fe_signed_log1p_Scope1직접배출량_tCO2e,1.0,612 (11.13%),0.00 ± 0.06,
num__기말종가수정,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.03, $p$=0.01"
missing__missingindicator_종업원1인당인건비증가율,0.0,"5,369 (97.62%)",-0.00 ± 0.06,"$T$=-2.42, $p$=0.02"
missing__missingindicator_종업원1인당인건비증가율,1.0,131 (2.38%),0.01 ± 0.06,
num__EBITDA대금융비용,Mean ± SD,-0.00 ± 0.98,-,"$r$=-0.03, $p$=0.02"
cat__NICS산업분류_N45100.소프트웨어 및 IT서비스,0.0,"5,393 (98.05%)",-0.00 ± 0.06,"$T$=2.33, $p$=0.02"
cat__NICS산업분류_N45100.소프트웨어 및 IT서비스,1.0,107 (1.95%),-0.02 ± 0.10,
missing__missingindicator_fe_운영탄소집약도_변화,0.0,"4,262 (77.49%)",-0.00 ± 0.06,"$T$=-2.29, $p$=0.02"
missing__missingindicator_fe_운영탄소집약도_변화,1.0,"1,238 (22.51%)",0.00 ± 0.06,
num__자본금_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.03, $p$=0.02"
cat__주식업종_KGS11P.유통업,0.0,"5,240 (95.27%)",-0.00 ± 0.06,"$T$=-2.23, $p$=0.03"
cat__주식업종_KGS11P.유통업,1.0,260 (4.73%),0.00 ± 0.03,
missing__missingindicator_매입채무회전율,0.0,"5,322 (96.76%)",-0.00 ± 0.06,"$T$=2.24, $p$=0.03"
missing__missingindicator_매입채무회전율,1.0,178 (3.24%),-0.02 ± 0.09,
num__평균근속월수,Mean ± SD,0.00 ± 1.00,-,"$r$=0.03, $p$=0.03"
num__기말종가,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.03, $p$=0.03"
cat__주식업종_Missing,0.0,"4,387 (79.76%)",-0.00 ± 0.06,"$T$=2.15, $p$=0.03"
cat__주식업종_Missing,1.0,"1,113 (20.24%)",-0.01 ± 0.07,
num__매입채무회전율,Mean ± SD,-0.00 ± 0.99,-,"$r$=-0.03, $p$=0.04"
cat__Scope1보고추정구분_보고값,0.0,"5,179 (94.16%)",-0.00 ± 0.06,"$T$=-2.11, $p$=0.04"
cat__Scope1보고추정구분_보고값,1.0,321 (5.84%),0.00 ± 0.06,
num__fe_signed_log1p_Scope2사업장간접배출량_tCO2e,Mean ± SD,-0.00 ± 0.98,-,"$r$=0.03, $p$=0.04"
cat__KSIC세분류_11차_J58210.게임 소프트웨어 개발 및 공급업,0.0,"5,374 (97.71%)",-0.00 ± 0.06,"$T$=2.09, $p$=0.04"
cat__KSIC세분류_11차_J58210.게임 소프트웨어 개발 및 공급업,1.0,126 (2.29%),-0.02 ± 0.09,
cat__KSIC중분류_11차_J59000.영상ㆍ오디오 기록물 제작 및 배급업,0.0,"5,419 (98.53%)",-0.00 ± 0.06,"$T$=-2.08, $p$=0.04"
cat__KSIC중분류_11차_J59000.영상ㆍ오디오 기록물 제작 및 배급업,1.0,81 (1.47%),0.02 ± 0.09,
cat__Scope1자료출처_Exact Value from CDP,0.0,"5,204 (94.62%)",-0.00 ± 0.06,"$T$=-2.04, $p$=0.04"
cat__Scope1자료출처_Exact Value from CDP,1.0,296 (5.38%),0.00 ± 0.05,
cat__KSIC소분류_11차_C21100.기초 의약 물질 제조업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-2.05, $p$=0.04"
cat__KSIC소분류_11차_C21100.기초 의약 물질 제조업,1.0,72 (1.31%),0.02 ± 0.08,
cat__KSIC세분류_11차_C21100.기초 의약 물질 제조업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-2.05, $p$=0.04"
cat__KSIC세분류_11차_C21100.기초 의약 물질 제조업,1.0,72 (1.31%),0.02 ± 0.08,
num__fe_signed_log1p_Scope1직접배출량_tCO2e,Mean ± SD,-0.00 ± 0.97,-,"$r$=0.03, $p$=0.04"
num__사회등급__diff1,Mean ± SD,-0.01 ± 0.66,-,"$r$=0.03, $p$=0.04"
num__배출권_이월량,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.03, $p$=0.05"
num__이자비용_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.03, $p$=0.05"
missing__missingindicator_기말발행주식수_보통주,0.0,"5,407 (98.31%)",-0.00 ± 0.06,"$T$=-1.96, $p$=0.05"
missing__missingindicator_기말발행주식수_보통주,1.0,93 (1.69%),0.01 ± 0.06,
missing__missingindicator_상장주식수_보통주,0.0,"5,407 (98.31%)",-0.00 ± 0.06,"$T$=-1.96, $p$=0.05"
missing__missingindicator_상장주식수_보통주,1.0,93 (1.69%),0.01 ± 0.06,
missing__missingindicator_기말시가총액,0.0,"5,407 (98.31%)",-0.00 ± 0.06,"$T$=-1.96, $p$=0.05"
missing__missingindicator_기말시가총액,1.0,93 (1.69%),0.01 ± 0.06,
missing__missingindicator_기말시가총액_보통주우선주,0.0,"5,407 (98.31%)",-0.00 ± 0.06,"$T$=-1.96, $p$=0.05"
missing__missingindicator_기말시가총액_보통주우선주,1.0,93 (1.69%),0.01 ± 0.06,
missing__missingindicator_기말종가수정,0.0,"5,407 (98.31%)",-0.00 ± 0.06,"$T$=-1.96, $p$=0.05"
missing__missingindicator_기말종가수정,1.0,93 (1.69%),0.01 ± 0.06,
missing__missingindicator_기말종가,0.0,"5,407 (98.31%)",-0.00 ± 0.06,"$T$=-1.96, $p$=0.05"
missing__missingindicator_기말종가,1.0,93 (1.69%),0.01 ± 0.06,
num__EBITDA,Mean ± SD,-0.00 ± 0.99,-,"$r$=-0.03, $p$=0.06"
missing__missingindicator_자본집약도_종업원1인당,0.0,"5,391 (98.02%)",-0.00 ± 0.06,"$T$=-1.92, $p$=0.06"
missing__missingindicator_자본집약도_종업원1인당,1.0,109 (1.98%),0.01 ± 0.06,
missing__missingindicator_평균시가총액,0.0,"5,406 (98.29%)",-0.00 ± 0.06,"$T$=-1.91, $p$=0.06"
missing__missingindicator_평균시가총액,1.0,94 (1.71%),0.01 ± 0.06,
missing__missingindicator_평균시가총액_보통주우선주,0.0,"5,406 (98.29%)",-0.00 ± 0.06,"$T$=-1.91, $p$=0.06"
missing__missingindicator_평균시가총액_보통주우선주,1.0,94 (1.71%),0.01 ± 0.06,
missing__missingindicator_fe_signed_log1p_평균시가총액,0.0,"5,406 (98.29%)",-0.00 ± 0.06,"$T$=-1.91, $p$=0.06"
missing__missingindicator_fe_signed_log1p_평균시가총액,1.0,94 (1.71%),0.01 ± 0.06,
cat__Trucost산업_IT Services,0.0,"5,438 (98.87%)",-0.00 ± 0.06,"$T$=-1.91, $p$=0.06"
cat__Trucost산업_IT Services,1.0,62 (1.13%),0.01 ± 0.03,
missing__missingindicator_fe_signed_log1p_종업원평균급여,0.0,"5,414 (98.44%)",-0.00 ± 0.06,"$T$=-1.85, $p$=0.07"
missing__missingindicator_fe_signed_log1p_종업원평균급여,1.0,86 (1.56%),0.01 ± 0.06,
missing__missingindicator_fe_signed_log1p_연간급여총액,0.0,"5,414 (98.44%)",-0.00 ± 0.06,"$T$=-1.85, $p$=0.07"
missing__missingindicator_fe_signed_log1p_연간급여총액,1.0,86 (1.56%),0.01 ± 0.06,
missing__missingindicator_종업원평균급여,0.0,"5,414 (98.44%)",-0.00 ± 0.06,"$T$=-1.85, $p$=0.07"
missing__missingindicator_종업원평균급여,1.0,86 (1.56%),0.01 ± 0.06,
missing__missingindicator_평균근속월수,0.0,"5,414 (98.44%)",-0.00 ± 0.06,"$T$=-1.85, $p$=0.07"
missing__missingindicator_평균근속월수,1.0,86 (1.56%),0.01 ± 0.06,
missing__missingindicator_연간급여총액,0.0,"5,414 (98.44%)",-0.00 ± 0.06,"$T$=-1.85, $p$=0.07"
missing__missingindicator_연간급여총액,1.0,86 (1.56%),0.01 ± 0.06,
num__fe_재고자산비중__lag1,Mean ± SD,-0.02 ± 0.98,-,"$r$=0.02, $p$=0.07"
num__fe_운영탄소집약도_변화,Mean ± SD,-0.00 ± 0.85,-,"$r$=0.02, $p$=0.07"
num__종업원평균급여,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.02, $p$=0.07"
cat__주식업종_KGS10P.운수장비,0.0,"5,311 (96.56%)",-0.00 ± 0.06,"$T$=-1.79, $p$=0.07"
cat__주식업종_KGS10P.운수장비,1.0,189 (3.44%),0.00 ± 0.05,
cat__KSIC중분류_11차_J58000.출판업,0.0,"5,212 (94.76%)",-0.00 ± 0.06,"$T$=1.78, $p$=0.08"
cat__KSIC중분류_11차_J58000.출판업,1.0,288 (5.24%),-0.01 ± 0.08,
cat__KSIC대분류_11차_J00000.정보통신업(58~63),0.0,"4,925 (89.55%)",-0.00 ± 0.06,"$T$=1.77, $p$=0.08"
cat__KSIC대분류_11차_J00000.정보통신업(58~63),1.0,575 (10.45%),-0.01 ± 0.07,
num__상장주식수_보통주,Mean ± SD,0.00 ± 1.00,-,"$r$=0.02, $p$=0.08"
cat__KSIC대분류_11차_N00000.사업시설 관리_ 사업 지원 및 임대 서비스업(74~76),0.0,"5,438 (98.87%)",-0.00 ± 0.06,"$T$=1.77, $p$=0.08"
cat__KSIC대분류_11차_N00000.사업시설 관리_ 사업 지원 및 임대 서비스업(74~76),1.0,62 (1.13%),-0.03 ± 0.11,
num__fe_signed_log1p_종업원평균급여,Mean ± SD,0.02 ± 0.63,-,"$r$=-0.02, $p$=0.08"
num__fe_signed_log1p_수익_연결,Mean ± SD,-0.00 ± 0.98,-,"$r$=0.02, $p$=0.09"
cat__KSIC중분류_11차_G46000.도매 및 상품 중개업,0.0,"5,240 (95.27%)",-0.00 ± 0.06,"$T$=-1.70, $p$=0.09"
cat__KSIC중분류_11차_G46000.도매 및 상품 중개업,1.0,260 (4.73%),0.00 ± 0.04,
cat__KSIC소분류_11차_J58200.소프트웨어 개발 및 공급업,0.0,"5,239 (95.25%)",-0.00 ± 0.06,"$T$=1.67, $p$=0.10"
cat__KSIC소분류_11차_J58200.소프트웨어 개발 및 공급업,1.0,261 (4.75%),-0.01 ± 0.08,
num__fe_Scope1_2_매출집약도__diff1,Mean ± SD,0.01 ± 0.19,-,"$r$=0.02, $p$=0.10"
cat__KSIC중분류_11차_C30000.자동차 및 트레일러 제조업,0.0,"5,266 (95.75%)",-0.00 ± 0.06,"$T$=-1.63, $p$=0.10"
cat__KSIC중분류_11차_C30000.자동차 및 트레일러 제조업,1.0,234 (4.25%),0.00 ± 0.03,
cat__Trucost산업_Media,0.0,"5,419 (98.53%)",-0.00 ± 0.06,"$T$=1.64, $p$=0.11"
cat__Trucost산업_Media,1.0,81 (1.47%),-0.01 ± 0.06,
num__fe_재고자산비중,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.02, $p$=0.11"
cat__NICS산업분류_N45103.소프트웨어,0.0,"5,329 (96.89%)",-0.00 ± 0.06,"$T$=1.60, $p$=0.11"
cat__NICS산업분류_N45103.소프트웨어,1.0,171 (3.11%),-0.01 ± 0.06,
num__유동부채계_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.02, $p$=0.11"
cat__Scope1자료출처_Estimate derived by applying revenue-based intensity factors to revenue data,0.0,"1,928 (35.05%)",-0.00 ± 0.05,"$T$=1.58, $p$=0.11"
cat__Scope1자료출처_Estimate derived by applying revenue-based intensity factors to revenue data,1.0,"3,572 (64.95%)",-0.00 ± 0.06,
num__환경등급__lag1,Mean ± SD,0.02 ± 0.89,-,"$r$=0.02, $p$=0.12"
num__총자본회전율,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.02, $p$=0.12"
cat__Scope1보고추정구분_추정치,0.0,"1,908 (34.69%)",-0.00 ± 0.05,"$T$=1.52, $p$=0.13"
cat__Scope1보고추정구분_추정치,1.0,"3,592 (65.31%)",-0.00 ± 0.06,
num__배출권_할당취소량,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.02, $p$=0.13"
num__매출대비온실가스직접외부비용비율_pct__diff1,Mean ± SD,0.01 ± 0.15,-,"$r$=0.02, $p$=0.13"
num__기말발행주식수_보통주,Mean ± SD,0.00 ± 1.00,-,"$r$=0.02, $p$=0.13"
num__배출권_차입량,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.02, $p$=0.13"
cat__주식업종_KGS09P.전기_전자,0.0,"5,179 (94.16%)",-0.00 ± 0.06,"$T$=-1.52, $p$=0.13"
cat__주식업종_KGS09P.전기_전자,1.0,321 (5.84%),0.00 ± 0.05,
indicator__배출권_참여여부,0.0,"4,012 (72.95%)",-0.00 ± 0.06,"$T$=-1.51, $p$=0.13"
indicator__배출권_참여여부,1.0,"1,488 (27.05%)",0.00 ± 0.05,
missing__missingindicator_매입채무_연결,0.0,"5,198 (94.51%)",-0.00 ± 0.06,"$T$=1.50, $p$=0.13"
missing__missingindicator_매입채무_연결,1.0,302 (5.49%),-0.01 ± 0.08,
cat__KSIC세분류_11차_C21300.의료용품 및 기타 의약 관련제품 제조업,0.0,"5,419 (98.53%)",-0.00 ± 0.06,"$T$=1.50, $p$=0.14"
cat__KSIC세분류_11차_C21300.의료용품 및 기타 의약 관련제품 제조업,1.0,81 (1.47%),-0.02 ± 0.10,
cat__KSIC소분류_11차_C21300.의료용품 및 기타 의약 관련제품 제조업,0.0,"5,419 (98.53%)",-0.00 ± 0.06,"$T$=1.50, $p$=0.14"
cat__KSIC소분류_11차_C21300.의료용품 및 기타 의약 관련제품 제조업,1.0,81 (1.47%),-0.02 ± 0.10,
num__부채총계_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.02, $p$=0.14"
cat__KSIC소분류_11차_G46700.기타 전문 도매업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-1.49, $p$=0.14"
cat__KSIC소분류_11차_G46700.기타 전문 도매업,1.0,72 (1.31%),0.00 ± 0.03,
cat__KSIC소분류_11차_C10800.기타 식품 제조업,0.0,"5,410 (98.36%)",-0.00 ± 0.06,"$T$=-1.47, $p$=0.14"
cat__KSIC소분류_11차_C10800.기타 식품 제조업,1.0,90 (1.64%),0.00 ± 0.02,
cat__NICS산업분류_N25301.호텔_ 레스토랑_ 레저,0.0,"5,410 (98.36%)",-0.00 ± 0.06,"$T$=1.47, $p$=0.14"
cat__NICS산업분류_N25301.호텔_ 레스토랑_ 레저,1.0,90 (1.64%),-0.02 ± 0.11,
missing__missingindicator_fe_signed_log1p_기부금_원,0.0,"3,057 (55.58%)",-0.00 ± 0.06,"$T$=-1.46, $p$=0.14"
missing__missingindicator_fe_signed_log1p_기부금_원,1.0,"2,443 (44.42%)",-0.00 ± 0.06,
missing__missingindicator_기부금_원,0.0,"3,057 (55.58%)",-0.00 ± 0.06,"$T$=-1.46, $p$=0.14"
missing__missingindicator_기부금_원,1.0,"2,443 (44.42%)",-0.00 ± 0.06,
cat__기부금_출처_missing,0.0,"3,057 (55.58%)",-0.00 ± 0.06,"$T$=-1.46, $p$=0.14"
cat__기부금_출처_missing,1.0,"2,443 (44.42%)",-0.00 ± 0.06,
cat__주식업종_KGS08P.기계,0.0,"5,420 (98.55%)",-0.00 ± 0.06,"$T$=-1.47, $p$=0.15"
cat__주식업종_KGS08P.기계,1.0,80 (1.45%),0.00 ± 0.04,
num__사회등급,-3.192874368065028,137 (2.49%),-0.01 ± 0.06,"$F$=1.63, $p$=0.15"
num__사회등급,-2.123071807945768,281 (5.11%),-0.01 ± 0.06,
num__사회등급,-1.0532692478265075,395 (7.18%),-0.01 ± 0.06,
num__사회등급,0.0165333122927523,"3,790 (68.91%)",-0.00 ± 0.06,
num__사회등급,1.0863358724120122,511 (9.29%),0.00 ± 0.06,
num__사회등급,2.156138432531272,386 (7.02%),-0.00 ± 0.05,
cat__Trucost산업_Hotels_ Restaurants and Leisure,0.0,"5,419 (98.53%)",-0.00 ± 0.06,"$T$=1.46, $p$=0.15"
cat__Trucost산업_Hotels_ Restaurants and Leisure,1.0,81 (1.47%),-0.02 ± 0.11,
num__환경등급,-2.759244185642537,368 (6.69%),-0.01 ± 0.07,"$F$=1.60, $p$=0.16"
num__환경등급,-1.7435261600061036,340 (6.18%),-0.00 ± 0.05,
num__환경등급,-0.72780813436967,383 (6.96%),-0.00 ± 0.06,
num__환경등급,0.2879098912667636,"3,856 (70.11%)",-0.00 ± 0.06,
num__환경등급,1.3036279169031972,498 (9.05%),0.00 ± 0.04,
num__환경등급,1.3137850971597833,55 (1.00%),0.00 ± 0.06,
cat__Trucost산업_Automobile Components,0.0,"5,221 (94.93%)",-0.00 ± 0.06,"$T$=-1.40, $p$=0.16"
cat__Trucost산업_Automobile Components,1.0,279 (5.07%),0.00 ± 0.03,
cat__KSIC대분류_11차_G00000.도매 및 소매업(45~47),0.0,"5,115 (93.00%)",-0.00 ± 0.06,"$T$=-1.38, $p$=0.17"
cat__KSIC대분류_11차_G00000.도매 및 소매업(45~47),1.0,385 (7.00%),0.00 ± 0.04,
num__fe_판관비율,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.02, $p$=0.17"
cat__Trucost산업_Trading Companies and Distributors,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-1.38, $p$=0.17"
cat__Trucost산업_Trading Companies and Distributors,1.0,72 (1.31%),0.00 ± 0.03,
num__비유동부채계_연결,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.02, $p$=0.17"
cat__KSIC세분류_11차_C26290.기타 전자 부품 제조업,0.0,"5,312 (96.58%)",-0.00 ± 0.06,"$T$=-1.35, $p$=0.18"
cat__KSIC세분류_11차_C26290.기타 전자 부품 제조업,1.0,188 (3.42%),0.00 ± 0.05,
missing__missingindicator_변동성,0.0,"5,395 (98.09%)",-0.00 ± 0.06,"$T$=-1.33, $p$=0.19"
missing__missingindicator_변동성,1.0,105 (1.91%),0.01 ± 0.07,
cat__NICS산업분류_N35202.제약,0.0,"5,140 (93.45%)",-0.00 ± 0.06,"$T$=1.31, $p$=0.19"
cat__NICS산업분류_N35202.제약,1.0,360 (6.55%),-0.01 ± 0.07,
cat__KSIC소분류_11차_C30300.자동차 신품 부품 제조업,0.0,"5,302 (96.40%)",-0.00 ± 0.06,"$T$=-1.30, $p$=0.20"
cat__KSIC소분류_11차_C30300.자동차 신품 부품 제조업,1.0,198 (3.60%),0.00 ± 0.03,
num__fe_signed_log1p_연간급여총액,Mean ± SD,0.00 ± 0.93,-,"$r$=0.02, $p$=0.20"
num__ESG등급,-3.3095260535173274,159 (2.89%),-0.00 ± 0.06,"$F$=1.50, $p$=0.20"
num__ESG등급,-2.1262462450049893,393 (7.15%),-0.00 ± 0.06,
num__ESG등급,-0.9429664364926508,457 (8.31%),-0.01 ± 0.06,
num__ESG등급,0.2403133720196878,"3,934 (71.53%)",-0.00 ± 0.06,
num__ESG등급,1.4235931805320263,557 (10.13%),0.00 ± 0.05,
cat__NICS산업분류_N20103.건설 및 엔지니어링,0.0,"5,322 (96.76%)",-0.00 ± 0.06,"$T$=-1.27, $p$=0.20"
cat__NICS산업분류_N20103.건설 및 엔지니어링,1.0,178 (3.24%),0.00 ± 0.04,
cat__KSIC세분류_11차_C21210.완제 의약품 제조업,0.0,"5,140 (93.45%)",-0.00 ± 0.06,"$T$=1.26, $p$=0.21"
cat__KSIC세분류_11차_C21210.완제 의약품 제조업,1.0,360 (6.55%),-0.01 ± 0.05,
num__환경등급__diff1,Mean ± SD,-0.03 ± 0.81,-,"$r$=0.02, $p$=0.21"
cat__KSIC소분류_11차_C26200.전자 부품 제조업,0.0,"5,240 (95.27%)",-0.00 ± 0.06,"$T$=-1.25, $p$=0.21"
cat__KSIC소분류_11차_C26200.전자 부품 제조업,1.0,260 (4.73%),0.00 ± 0.06,
num__매출원가_연결,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.02, $p$=0.22"
cat__KSIC중분류_11차_C26000.전자 부품_ 컴퓨터_ 영상_ 음향 및 통신장비 제조업,0.0,"4,916 (89.38%)",-0.00 ± 0.06,"$T$=-1.23, $p$=0.22"
cat__KSIC중분류_11차_C26000.전자 부품_ 컴퓨터_ 영상_ 음향 및 통신장비 제조업,1.0,584 (10.62%),0.00 ± 0.06,
cat__NICS산업분류_N20104.전기장비,0.0,"5,332 (96.95%)",-0.00 ± 0.06,"$T$=-1.23, $p$=0.22"
cat__NICS산업분류_N20104.전기장비,1.0,168 (3.05%),0.00 ± 0.05,
missing__missingindicator_유형자산_투자부동산감가상각비_연결,0.0,"5,352 (97.31%)",-0.00 ± 0.06,"$T$=-1.22, $p$=0.22"
missing__missingindicator_유형자산_투자부동산감가상각비_연결,1.0,148 (2.69%),0.00 ± 0.06,
num__무형자산상각비_연결,Mean ± SD,-0.00 ± 0.97,-,"$r$=0.02, $p$=0.22"
num__유형자산계_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.02, $p$=0.22"
num__매입채무_연결,Mean ± SD,-0.00 ± 0.98,-,"$r$=0.02, $p$=0.23"
missing__missingindicator_무형자산계_연결,0.0,"5,351 (97.29%)",-0.00 ± 0.06,"$T$=-1.21, $p$=0.23"
missing__missingindicator_무형자산계_연결,1.0,149 (2.71%),0.00 ± 0.06,
missing__missingindicator_지배기업소유주지분_연결,0.0,"5,351 (97.29%)",-0.00 ± 0.06,"$T$=-1.20, $p$=0.23"
missing__missingindicator_지배기업소유주지분_연결,1.0,149 (2.71%),0.00 ± 0.06,
missing__missingindicator_당기순이익지배기업지분_연결,0.0,"5,351 (97.29%)",-0.00 ± 0.06,"$T$=-1.20, $p$=0.23"
missing__missingindicator_당기순이익지배기업지분_연결,1.0,149 (2.71%),0.00 ± 0.06,
cat__Trucost산업_Electronic Equipment_ Instruments and Components,0.0,"5,141 (93.47%)",-0.00 ± 0.06,"$T$=-1.19, $p$=0.23"
cat__Trucost산업_Electronic Equipment_ Instruments and Components,1.0,359 (6.53%),0.00 ± 0.06,
cat__NICS산업분류_N25203.섬유_ 의류_ 사치품,0.0,"5,356 (97.38%)",-0.00 ± 0.06,"$T$=-1.19, $p$=0.23"
cat__NICS산업분류_N25203.섬유_ 의류_ 사치품,1.0,144 (2.62%),0.00 ± 0.05,
num__종업원1인당인건비증가율,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.02, $p$=0.24"
cat__KSIC대분류_11차_H00000.운수 및 창고업(49~52),0.0,"5,383 (97.87%)",-0.00 ± 0.06,"$T$=-1.19, $p$=0.24"
cat__KSIC대분류_11차_H00000.운수 및 창고업(49~52),1.0,117 (2.13%),0.01 ± 0.07,
missing__missingindicator_자본총계_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_자본총계_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_fe_signed_log1p_자산총계_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_fe_signed_log1p_자산총계_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_fe_자본집약도,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_fe_자본집약도,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_fe_현금_자산,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_fe_현금_자산,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_fe_영업현금흐름_자산,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_fe_영업현금흐름_자산,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_fe_유동자산_유동부채,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_fe_유동자산_유동부채,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_유동자산계_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_유동자산계_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_자본금_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_자본금_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_유형자산계_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
