Feature,Feature Importance (Gini/Gain),Importance (%),Cumulative Importance (%)
missing__missingindicator_fe_Scope3_매출집약도,0.00012976701827580855,0.012976701827580855,99.33817757674834
cat__KSIC중분류_11차_C27000.의료__정밀__광학_기기_및_시계_제조업,0.00012864456118062668,0.012864456118062667,99.3510420328664
indicator__배출권_참여여부,0.00012454934831022515,0.012454934831022516,99.36349696769743
cat__NICS산업분류_N35202.제약,0.00012084002545998021,0.012084002545998021,99.37558097024343
cat__Trucost산업_Machinery,0.00011686808106929889,0.011686808106929888,99.38726777835036
missing__missingindicator_매출대비온실가스직접외부비용비율_pct,0.00011675338981272391,0.011675338981272392,99.39894311733164
cat__NICS산업분류_N35101.헬스케어_장비와_용품,0.0001092600469749883,0.01092600469749883,99.40986912202914
cat__KSIC대분류_11차_N00000.사업시설_관리__사업_지원_및_임대_서비스업(74~76),0.00010783097858209955,0.010783097858209955,99.42065221988734
cat__KSIC소분류_11차_J62000.컴퓨터_프로그래밍__시스템_통합_및_관리업,0.00010745547436888191,0.010745547436888192,99.43139776732423
cat__Scope1보고추정구분_반려됨,0.00010743570168148244,0.010743570168148244,99.44214133749237
missing__missingindicator_자본집약도_종업원1인당,0.00010616990406334137,0.010616990406334136,99.4527583278987
missing__missingindicator_총매출_백만USD,0.00010366842460866658,0.010366842460866658,99.46312517035958
cat__Scope1보고추정구분_보고값,0.00010314474419568297,0.010314474419568297,99.47343964477915
missing__missingindicator_종업원1인당인건비증가율,0.00010247799271144397,0.010247799271144397,99.48368744405029
missing__missingindicator_Scope3협력사간접배출량_tCO2e,0.00010181446158836182,0.010181446158836182,99.49386889020913
missing__missingindicator_기말발행주식수_보통주,0.00010137722406439524,0.010137722406439524,99.50400661261557
missing__missingindicator_기말종가수정,0.00010063089624797147,0.010063089624797147,99.51406970224036
missing__missingindicator_온실가스직접외부비용_백만USD,0.00010027301523139357,0.010027301523139357,99.5240970037635
cat__Scope3자료출처_Missing,9.561367472574314e-05,0.009561367472574314,99.53365837123607
missing__missingindicator_fe_signed_log1p_Scope1직접배출량_tCO2e,9.515797974204565e-05,0.009515797974204565,99.54317416921027
missing__missingindicator_기말시가총액,9.401893827007883e-05,0.009401893827007882,99.55257606303728
missing__missingindicator_재고자산회전율2,9.116830423618473e-05,0.009116830423618473,99.5616928934609
cat__주식업종_KGS09P.전기_전자,8.820068843914991e-05,0.008820068843914992,99.57051296230482
missing__missingindicator_fe_재고자산비중,8.747724139774678e-05,0.008747724139774678,99.5792606864446
cat__KSIC세분류_11차_C21210.완제_의약품_제조업,8.699183907586899e-05,0.008699183907586899,99.58795987035218
missing__missingindicator_fe_signed_log1p_Scope2사업장간접배출량_tCO2e,8.590584560919994e-05,0.008590584560919995,99.5965504549131
missing__missingindicator_평균시가총액,8.504704490879289e-05,0.008504704490879289,99.60505515940397
missing__missingindicator_fe_Scope1_매출집약도,8.484729412576818e-05,0.008484729412576818,99.61353988881655
missing__missingindicator_EBITDA,8.404770435863278e-05,0.008404770435863278,99.6219446592524
cat__NICS산업분류_N20106.기계,8.387000433967628e-05,0.008387000433967628,99.63033165968638
cat__NICS산업분류_N45203.전자장비와_기기__부품,8.098855980859776e-05,0.008098855980859776,99.63843051566724
missing__missingindicator_상장주식수_보통주,8.005719283422566e-05,0.008005719283422566,99.64643623495066
cat__Scope1자료출처_Exact_Value_from_CDP,7.912665792571636e-05,0.007912665792571636,99.65434890074323
cat__Scope2사업장간접자료출처_Missing,7.866044694016863e-05,0.007866044694016862,99.66221494543724
cat__Scope1보고추정구분_산출값,7.443302480854905e-05,0.007443302480854905,99.6696582479181
cat__Trucost산업_Biotechnology,7.332735147474991e-05,0.007332735147474991,99.67699098306556
cat__주식업종_QGS19P.운송장비·부품,7.27906998727998e-05,0.00727906998727998,99.68427005305284
cat__KSIC소분류_11차_C20100.기초_화학물질_제조업,6.912728379899906e-05,0.006912728379899907,99.69118278143274
missing__missingindicator_fe_signed_log1p_평균시가총액,6.838217966219023e-05,0.006838217966219023,99.69802099939896
cat__KSIC소분류_11차_J58200.소프트웨어_개발_및_공급업,6.534807287271512e-05,0.006534807287271511,99.70455580668623
missing__missingindicator_재고자산계_연결,6.511444517575099e-05,0.006511444517575099,99.7110672512038
missing__missingindicator_변동성,6.230180689409226e-05,0.006230180689409226,99.71729743189321
cat__KSIC소분류_11차_C21200.의약품_제조업,6.156777454865673e-05,0.0061567774548656725,99.72345420934808
cat__NICS산업분류_N25401.미디어,6.127284787729515e-05,0.0061272847877295155,99.7295814941358
missing__missingindicator_fe_감가상각부담,6.119257834730126e-05,0.0061192578347301265,99.73570075197053
cat__주식업종_KGS12P.건설업,5.974570140185927e-05,0.005974570140185927,99.74167532211071
cat__KSIC중분류_11차_J58000.출판업,5.8871448129518044e-05,0.005887144812951804,99.74756246692365
cat__KSIC중분류_11차_F41000.종합_건설업,5.7206979483385154e-05,0.005720697948338516,99.75328316487199
cat__KSIC세분류_11차_J58210.게임_소프트웨어_개발_및_공급업,5.672843945396086e-05,0.005672843945396086,99.75895600881738
cat__Trucost산업_Construction_and_Engineering,5.3808255295590505e-05,0.005380825529559051,99.76433683434693
missing__missingindicator_무형자산상각비_연결,5.3558656573290756e-05,0.005355865657329075,99.76969270000427
cat__Scope2사업장간접자료출처_Exact_Value_from_CDP,5.293779171687635e-05,0.005293779171687635,99.77498647917596
cat__NICS산업분류_N20103.건설_및_엔지니어링,5.285848885749047e-05,0.005285848885749047,99.78027232806171
missing__missingindicator_평균시가총액_보통주우선주,5.150256794506541e-05,0.005150256794506541,99.78542258485622
cat__KSIC소분류_11차_C27100.의료용_기기_제조업,5.1214806946024515e-05,0.005121480694602451,99.79054406555082
cat__Scope2사업장간접자료출처_Value_derived_from_data_provided_in_CDP,4.853668440399681e-05,0.004853668440399681,99.79539773399122
missing__missingindicator_매출채권_연결,4.644717201039107e-05,0.004644717201039107,99.80004245119227
cat__주식업종_KGS04P.화학,4.640134878374111e-05,0.004640134878374111,99.80468258607064
cat__KSIC세분류_11차_C21300.의료용품_및_기타_의약_관련제품_제조업,4.468336932063568e-05,0.004468336932063568,99.8091509230027
cat__Trucost산업_Pharmaceuticals,4.437462829536104e-05,0.004437462829536104,99.81358838583225
num__fe_배출권_부족여부,4.39669357163109e-05,0.00439669357163109,99.81798507940388
cat__NICS산업분류_N15104.금속과_채광,4.2843997252808886e-05,0.004284399725280889,99.82226947912916
cat__NICS산업분류_N45103.소프트웨어,4.2349235465541736e-05,0.004234923546554173,99.82650440267571
cat__Trucost산업_Electronic_Equipment__Instruments_and_Components,4.229169526535164e-05,0.004229169526535164,99.83073357220225
missing__missingindicator_기말시가총액_보통주우선주,4.123945245614133e-05,0.004123945245614133,99.83485751744786
cat__KSIC소분류_11차_C26100.반도체_제조업,4.1097112057945554e-05,0.004109711205794555,99.83896722865366
cat__주식업종_QGS15P.금속,4.102913284711277e-05,0.004102913284711277,99.84307014193837
num__배출권_차입량,4.102157794014595e-05,0.004102157794014595,99.84717229973238
cat__KSIC소분류_11차_C21300.의료용품_및_기타_의약_관련제품_제조업,3.926501581604995e-05,0.003926501581604995,99.85109880131398
missing__missingindicator_무형자산계_연결,3.8861956740135364e-05,0.0038861956740135362,99.854984996988
cat__Trucost산업_Health_Care_Equipment_and_Supplies,3.621224606021043e-05,0.0036212246060210425,99.85860622159402
cat__NICS산업분류_N25101.자동차_부품,3.527857801389552e-05,0.003527857801389552,99.8621340793954
missing__missingindicator_평균근속월수,3.510710024269161e-05,0.003510710024269161,99.86564478941968
missing__missingindicator_연간급여총액,3.3934885074748115e-05,0.0033934885074748114,99.86903827792715
cat__KSIC세분류_11차_C27190.기타_의료용_기기_제조업,3.319721133051279e-05,0.003319721133051279,99.8723579990602
missing__missingindicator_종업원평균급여,3.272174175720216e-05,0.0032721741757202162,99.87563017323592
missing__missingindicator_기말종가,3.260048368139054e-05,0.0032600483681390537,99.87889022160405
