연도,Trucost기업ID,Trucost기업명,Trucost기업유형,Trucost설립국가,Trucost산업,종목코드,종목명,업체명,대표자,시장구분,NICS산업분류,주식업종,KSIC대분류_11차,KSIC중분류_11차,KSIC소분류_11차,KSIC세분류_11차,Scope1직접배출량_tCO2e,Scope1자료출처,Scope1보고추정구분,Scope2사업장간접배출량_tCO2e,Scope2사업장간접자료출처,Scope2사업장간접보고추정구분,Scope3협력사간접배출량_tCO2e,Scope3자료출처,Scope3보고추정구분,총매출_백만USD,온실가스직접외부비용_백만USD,매출대비온실가스직접외부비용비율_pct,자산총계_연결,부채와자본총계_연결,유동자산계_연결,비유동자산계_연결,현금및현금성자산_연결,매출채권_연결,재고자산계_연결,유형자산계_연결,무형자산계_연결,부채총계_연결,유동부채계_연결,비유동부채계_연결,매입채무_연결,자본총계_연결,자본금_연결,지배기업소유주지분_연결,수익_연결,총수익_연결,매출원가_연결,매출총이익손실_연결,판매비와관리비_연결,영업이익손실_연결,이자수익_연결,이자비용_연결,법인세비용차감전계속영업이익손실_연결,당기순이익지배기업지분_연결,EBITDA,영업활동으로인한현금흐름_연결,유형자산_투자부동산감가상각비_연결,무형자산상각비_연결,유무형리스자산의증가_연결,기말종가,기말종가수정,기말시가총액,기말시가총액_보통주우선주,평균시가총액,평균시가총액_보통주우선주,상장주식수_보통주,기말발행주식수_보통주,변동성,기부금_원,기부금_출처,평균근속월수,연간급여총액,종업원평균급여,고용형태별직원수-정규직,고용형태별직원수-병역특례,고용형태별직원수-인턴직,고용형태별직원수-계약직,고용형태별직원수-파견직,고용형태별직원수-위촉직,고용형태별직원수-프리랜서,인건비,종업원수증가율,종업원1인당인건비,종업원1인당인건비증가율,노동생산성,노동소득분배율,자본집약도_종업원1인당,배출권_사전할당량,배출권_추가할당량,배출권_인증배출량_tCO2eq,배출권_에너지사용량_TJ,배출권_할당취소량,배출권_이월량,배출권_차입량,배출권_상쇄량,배출권_시장총수량,ESG등급,환경등급,사회등급,지배구조등급
2017,46952720,"Dohwa Engineering Co., Ltd.",Public Company,South Korea,Construction and Engineering,A002150,도화엔지니어링,(주)도화엔지니어링,박승우/손영일/곽준상/김덕구,코스피,N20103.건설 및 엔지니어링,,"M00000.전문, 과학 및 기술 서비스업(70~73)","M72000.건축 기술, 엔지니어링 및 기타 과학기술 서비스업","M72100.건축 기술, 엔지니어링 및 관련 기술 서비스업",M72120.엔지니어링 서비스업,,,,,,,,,,,,,328595000000.0,328595000000.0,112724000000.0,215871000000.0,35593491000.0,14947323000.0,,167941000000.0,4006511000.0,92816391000.0,88634020000.0,4182371000.0,,235778000000.0,16860000000.0,235778000000.0,398950000000.0,398950000000.0,,398950000000.0,382445000000.0,16504789000.0,58693000.0,208710000.0,15412553000.0,11713712000.0,19612950000.0,11516088000.0,3215949000.0,159837000.0,6860143000.0,4945.0,4945.0,166745000000.0,166745000000.0,167135000000.0,166745000000.0,33720000.0,33720000.0,0.20722192,77510000,xml_table,117,1.23049E+11,55500000,0,,,0,,,,,0.03157895,,0,,,161575.56,,,,,,,,,568624066,미공개,미공개,미공개,B+
2017,5581668,SYTS Corp.,Public Company,South Korea,"Textiles, Apparel and Luxury Goods",A002170,SYTS,에스와이티에스(주),허준홍/정대락,코스피,"N25203.섬유, 의류, 사치품","KGS02P.섬유,의복",C00000.제조업(10~34),"C15000.가죽, 가방 및 신발 제조업","C15100.가죽, 가방 및 유사 제품 제조업",C15110.모피 및 가죽 제조업,8551.616336551386,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,4585.327806410943,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,175167.5759283124,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,150.530093306214,0.3222357540542875,0.2140673316389855,310770000000.0,310770000000.0,217901000000.0,92868827000.0,9440812000.0,41727744000.0,68538236000.0,46269580000.0,946340000.0,39197262000.0,28930795000.0,10266467000.0,5945562000.0,271572000000.0,15000000000.0,271572000000.0,170589000000.0,170589000000.0,135212000000.0,35377536000.0,5202131000.0,30175405000.0,1391626000.0,273129000.0,33312159000.0,24930148000.0,32934089000.0,32694129000.0,3725175000.0,2211000.0,2779130000.0,41150.0,41150.0,123450000000.0,123450000000.0,146879000000.0,123450000000.0,3000000.0,3000000.0,0.16658561,34080000,xml_table,108,11650000000,38000000,0,,,0,,,,,0,,0,,,1005474.34,,,,,,,,,568624066,미공개,미공개,미공개,B
2017,5545899,Kiswire Ltd.,Public Company,South Korea,Metals and Mining,A002240,고려제강,고려제강(주),주종대,코스피,N15104.금속과 채광,KGS07P.철강및금속,C00000.제조업(10~34),C24000.1차 금속 제조업,C24100.1차 철강 제조업,"C24120.철강 압연, 압출 및 연신제품 제조업",78027.842,Extrapolated from prior year,외삽값,241993.67,Extrapolated from prior year,외삽값,1371115.906,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,1451.4,2.94,0.203,2400560000000.0,2400560000000.0,913745000000.0,1486810000000.0,117302000000.0,422374000000.0,272182000000.0,1017620000000.0,18697551000.0,942259000000.0,714479000000.0,227780000000.0,151362000000.0,1458300000000.0,18000000000.0,1365650000000.0,1550460000000.0,1550460000000.0,1309670000000.0,240783000000.0,201953000000.0,38829616000.0,1692000000.0,12805000000.0,43143462000.0,23689916000.0,50972609000.0,114007000000.0,107231000000.0,156000000.0,98898540000.0,32800.0,32800.0,590400000000.0,590400000000.0,686893000000.0,590400000000.0,18000000.0,18000000.0,0.1716939,,missing,128,47274000000,40500000,0,,,0,,,,,0.00952381,,0,,,1459039.24,128977,1,125547,2539,1185,,,,568624066,미공개,B+,미공개,C
2017,12721855,"Asia Paper Manufacturing. Co., Ltd",Public Company,South Korea,Paper and Forest Products,A002310,아세아제지,아세아제지(주),유승환/이현탁,코스피,N15105.종이와 임산물,"KGS03P.종이,목재",C00000.제조업(10~34),"C17000.펄프, 종이 및 종이제품 제조업","C17200.골판지, 종이 상자 및 종이 용기 제조업",C17210.골판지 및 골판지 가공제품 제조업,349255.1101678762,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,23479.315284902204,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,318303.0936993312,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,642.919835676276,13.161684026170413,2.0471734259568874,766895000000.0,766895000000.0,254762000000.0,512133000000.0,44215881000.0,141856000000.0,63995954000.0,502195000000.0,5027947000.0,306123000000.0,184659000000.0,121465000000.0,34335913000.0,460772000000.0,44782510000.0,460660000000.0,728592000000.0,728592000000.0,653751000000.0,74840950000.0,69480936000.0,5360014000.0,407556000.0,3873237000.0,12996195000.0,5022244000.0,33314937000.0,-184093000.0,34872040000.0,,63184943000.0,18200.0,3640.0,163008000000.0,163008000000.0,174709000000.0,163008000000.0,8956502.0,8956502.0,0.21722457,151560000,xml_table,19,18907000000,52000000,0,,,0,,,,,0.05179283,,0,,,2250844.04,479228,19794,538510,3991,71,,,,568624066,미공개,미공개,미공개,B
2017,5499110,HANJIN Logistics Corporation,Public Company,South Korea,Air Freight and Logistics,A002320,한진,(주)한진,노삼석,코스피,N20304.도로 및 선로,KGS13P.운수창고,H00000.운수 및 창고업(49~52),H49000.육상 운송 및 파이프라인 운송업,H49300.도로 화물 운송업,H49300.도로 화물 운송업,164920.56243705697,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,24844.91997662938,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,166355.47058874555,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,1599.465960390908,6.21441604773787,0.3885306847179837,2453810000000.0,2453810000000.0,492646000000.0,1961160000000.0,112466000000.0,229741000000.0,7347304000.0,1256250000000.0,453039000000.0,1584590000000.0,685269000000.0,899317000000.0,22082000000.0,869223000000.0,59873280000.0,717234000000.0,1812600000000.0,1812600000000.0,1717120000000.0,95487384000.0,73903283000.0,21584100000.0,1266000000.0,61611000000.0,-46769184000.0,-44909896000.0,51922513000.0,31888841000.0,56809000000.0,11991000000.0,73290416000.0,26000.0,26000.0,311341000000.0,311341000000.0,353910000000.0,311341000000.0,11974656.0,11974656.0,0.36152658,4386000000,xml_table,132,74887000000,46545454.55,0,,,0,,,,,-0.29713211,,7603036.174,,,1258879.43,,,127009,1904,,,,,568624066,미공개,미공개,미공개,B
2017,884332,Nexen Tire Corporation,Public Company,South Korea,Automobile Components,A002350,넥센타이어,넥센타이어(주),강호찬/김현석,코스피,N25101.자동차 부품,KGS04P.화학,C00000.제조업(10~34),C22000.고무 및 플라스틱제품 제조업,C22100.고무제품 제조업,C22110.고무 타이어 및 튜브 제조업,36826.58861548168,Extrapolated from prior year,외삽값,211290.1285733123,Extrapolated from prior year,외삽값,549788.4545909986,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,1733.7603,1.3876725854778378,0.0800383181849208,2794010000000.0,2794010000000.0,913495000000.0,1880510000000.0,115997000000.0,339490000000.0,270833000000.0,1765740000000.0,19066990000.0,1455080000000.0,648196000000.0,806881000000.0,107725000000.0,1338930000000.0,54083939000.0,1335500000000.0,1964790000000.0,1964790000000.0,1327570000000.0,637223000000.0,451802000000.0,185421000000.0,3094811000.0,19555188000.0,166739000000.0,124964000000.0,268149000000.0,255099000000.0,149804000000.0,,284601000000.0,11800.0,11800.0,1152480000000.0,1190120000000.0,1287880000000.0,595058000000.0,97667877.0,97667877.0,0.21010821,125945000,xml_table,119,2.70835E+11,44750000,0,,,0,,,,,-0.04131087,75901.39,0.09428829,146795.25,51.71,543962.5,130192,1,206381,4089,376,,,,568624066,미공개,B+,미공개,B
2017,5411726,"SH Energy & Chemical Co., Ltd.",Public Company,South Korea,Chemicals,A002360,SH에너지화학,(주)SH에너지화학,정케빈규봉,코스피,N15101.화학,KGS04P.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,C20200.합성고무 및 플라스틱 물질 제조업,C20200.합성고무 및 플라스틱 물질 제조업,18879.942696833423,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,14043.106236039785,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,87887.23545764509,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,176.100015783946,0.7126736924280253,0.4046982558493306,125312000000.0,125312000000.0,87597479000.0,37714675000.0,33117530000.0,29804872000.0,19985599000.0,31096409000.0,3478476000.0,17618682000.0,8284440000.0,9334242000.0,1775928000.0,107693000000.0,55739975000.0,105574000000.0,188115000000.0,188115000000.0,161824000000.0,26290550000.0,12108613000.0,14181936000.0,225366000.0,87453000.0,12568384000.0,9566689000.0,15422625000.0,14208400000.0,2072739000.0,191842000.0,2787367000.0,1405.0,14050.0,156143000000.0,156143000000.0,167842000000.0,156143000000.0,111133730.0,111133730.0,0.26281878,121152000,xml_table,142,9081000000,53500000,0,,,0,,,,,0,,0,,,831819.07,,,,,,,,,568624066,미공개,미공개,미공개,B
2017,4149300,KCC Corporation,Public Company,South Korea,Chemicals,A002380,KCC,(주)케이씨씨,정몽진/정재훈,코스피,N20102.건축 제품,KGS04P.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,C20400.기타 화학제품 제조업,"C20410.잉크, 페인트, 코팅제 및 유사제품 제조업",1167751.0,Value derived from data provided in Environmental/CSR,산출값,517666.0,Value derived from data provided in Environmental/CSR,산출값,1536845.026,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,3409.6383,44.082,1.293,9543780000000.0,9543780000000.0,2452250000000.0,7091520000000.0,380048000000.0,1016600000000.0,549495000000.0,2765810000000.0,30460571000.0,3677520000000.0,2603530000000.0,1073990000000.0,306821000000.0,5866260000000.0,56434870000.0,5855210000000.0,3863990000000.0,3863990000000.0,2939060000000.0,924925000000.0,595090000000.0,329835000000.0,16482537000.0,33220096000.0,93863404000.0,41785096000.0,481777000000.0,332894000000.0,221047000000.0,1333127000.0,423020000000.0,381000.0,381000.0,4022030000000.0,4022030000000.0,3989300000000.0,4022030000000.0,10556513.0,10556513.0,0.35481075,,missing,119,2.99822E+11,49500000,0,,,0,,,,,0.00903733,,0,,,1759028.56,1528480,243448,1685346,24079,117656,,,,568624066,B+,A,A,B
2017,5606896,HANDOK Inc.,Public Company,South Korea,Pharmaceuticals,A002390,한독,(주)한독,김영진/백진기,코스피,N35202.제약,KGS05P.의약품,C00000.제조업(10~34),C21000.의료용 물질 및 의약품 제조업,C21200.의약품 제조업,C21210.완제 의약품 제조업,6389.282511039,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,5066.282852334328,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,36363.94491138773,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,368.8225,0.2435868401692035,0.0660444614398309,639346000000.0,639346000000.0,261988000000.0,377358000000.0,34761997000.0,132792000000.0,68175578000.0,162093000000.0,98836965000.0,348635000000.0,197454000000.0,151181000000.0,73057863000.0,290711000000.0,6297040000.0,284289000000.0,417970000000.0,417970000000.0,285110000000.0,132860000000.0,134731000000.0,-1870621000.0,125161000.0,5631746000.0,6696015000.0,4868535000.0,17903832000.0,6790746000.0,11697483000.0,5957412000.0,40754231000.0,33000.0,33000.0,415605000000.0,415605000000.0,314183000000.0,415605000000.0,12594080.0,12594080.0,0.3970575,1649859000,xml_table,132,57990000000,62000000,0,,,0,,,,,0.01450893,62688.97,0.0267589,102941.22,60.9,713482.9,,,,,,,,,568624066,B+,B+,미공개,B+
2017,5633208,"SAMICK MUSICAL INSTRUMENT Co., Ltd",Public Company,South Korea,Leisure Products,A002450,삼익악기,(주)삼익악기,김종섭/김민수,코스피,N25202.레저용 제품,,C00000.제조업(10~34),C33000.기타 제품 제조업,C33200.악기 제조업,C33200.악기 제조업,2348.0300193344365,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,6153.376750909675,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,25037.531320395185,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,231.552272527997,0.0894871287841284,0.038646620828698,599793000000.0,599793000000.0,165911000000.0,433882000000.0,33157893000.0,35001378000.0,85190546000.0,215318000000.0,54099897000.0,393174000000.0,199856000000.0,193317000000.0,26532265000.0,206619000000.0,45265458000.0,214476000000.0,221993000000.0,221993000000.0,160801000000.0,61192456000.0,39322981000.0,21869475000.0,606271000.0,11663191000.0,12752818000.0,-5301413000.0,6963312000.0,5225639000.0,10235099000.0,402621000.0,7045358000.0,2350.0,2350.0,212748000000.0,212748000000.0,196154000000.0,212748000000.0,90530915.0,90530915.0,0.33261906,123748000,xml_table,0,5280000000,9400000,0,,,0,,,,,0,,0,,,2797421.57,,,,,,,,,568624066,미공개,미공개,미공개,B
2017,2488853,AMOREPACIFIC Holdings Corp.,Public Company,South Korea,Personal Care Products,A002790,아모레퍼시픽홀딩스,(주)아모레퍼시픽홀딩스,서경배/이상목,코스피,N30302.개인용품,KGS04P.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,C20400.기타 화학제품 제조업,"C20420.세제, 화장품 및 광택제 제조업",29557.93410000001,Value derived from data provided in Environmental/CSR,산출값,58069.99999996805,Exact Value from Environmental/CSR,보고값,970141.9864336984,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,5177.210618471632,1.1355083639743102,0.0219328215066808,7335240000000.0,7335240000000.0,2526000000000.0,4809240000000.0,1207670000000.0,364620000000.0,457581000000.0,3247000000000.0,760524000000.0,1403260000000.0,1170840000000.0,232418000000.0,100566000000.0,5931970000000.0,44450975000.0,2997270000000.0,6029060000000.0,6029060000000.0,1614140000000.0,4414920000000.0,3683430000000.0,731492000000.0,23262131000.0,4709470000.0,698322000000.0,202614000000.0,65377574000.0,589747000000.0,237185000000.0,31112000000.0,893498000000.0,141000.0,141000.0,11626600000000.0,12004200000000.0,10972700000000.0,6002100000000.0,82458180.0,82458180.0,0.41190068,13424000000,xml_table,83,7915000000,53000000,0,,,0,,,,,-0.13017751,,0,,,11736473.26,,,,,,,,,568624066,미공개,미공개,A,B
2017,5631762,"Samyung Trading Co., Ltd.",Public Company,South Korea,Trading Companies and Distributors,A002810,삼영무역,삼영무역(주),이승용,코스피,N20107.무역회사와 판매업체,KGS11P.유통업,G00000.도매 및 소매업(45~47),G46000.도매 및 상품 중개업,G46700.기타 전문 도매업,G46730.화학 물질 및 화학제품 도매업,4816.317047518546,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,4031.285325797461,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,13351.037307493863,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,228.9061,0.1814849374074621,0.0792835740976156,362615000000.0,362615000000.0,191590000000.0,171026000000.0,32453645000.0,66283883000.0,13104937000.0,27202378000.0,2442825000.0,52966438000.0,31426507000.0,21539931000.0,27356585000.0,309649000000.0,8233312000.0,308976000000.0,259409000000.0,259409000000.0,234760000000.0,24648830000.0,14733919000.0,9914910000.0,1717431000.0,,34765091000.0,28504270000.0,8532536000.0,1257295000.0,767308000.0,9616000.0,933663000.0,17700.0,17700.0,291459000000.0,291459000000.0,304937000000.0,291459000000.0,16466623.0,16466623.0,0.19922277,,missing,123,3306000000,44500000,0,,,0,,,,,-0.08333333,,0,,,4238899.57,,,,,,,,,568624066,미공개,미공개,미공개,B
2017,9637373,"DYA Co.,Ltd",Public Company,South Korea,Automobile Components,A002880,디와이에이,(주)디와이에이,임근호/박은진,코스피,N25101.자동차 부품,KGS10P.운수장비,C00000.제조업(10~34),C30000.자동차 및 트레일러 제조업,C30300.자동차 신품 부품 제조업,C30390.자동차용 기타 신품 부품 제조업,137981.38263932924,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,68656.19734868583,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,358523.1358608656,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,949.040325195737,5.199457673758376,0.5478647783155054,882600000000.0,882600000000.0,336022000000.0,546578000000.0,18613952000.0,156656000000.0,107479000000.0,334953000000.0,87279278000.0,681517000000.0,512704000000.0,168813000000.0,238305000000.0,201083000000.0,49689816000.0,118419000000.0,1067820000000.0,1067820000000.0,888673000000.0,179149000000.0,167359000000.0,11789495000.0,1654031000.0,13275157000.0,3500942000.0,2614146000.0,15273273000.0,67122524000.0,26262422000.0,1550803000.0,55130092000.0,1055.0,1055.0,96925916885.0,96925916885.0,126401000000.0,96925916885.0,91872907.0,91872907.0,0.24002987,,missing,103,15403000000,49666666.67,0,,,0,,,,,-0.0367893,75793.65,0.09670794,132740.93,57.1,1229866.22,,,,,,,,,568624066,미공개,미공개,미공개,C
2017,5468098,"KUMHO Engineering & Construction Co., Ltd.",Public Company,South Korea,Construction and Engineering,A002990,금호건설,금호건설(주),조완석,코스피,N20103.건설 및 엔지니어링,KGS12P.건설업,F00000.건설업(41~42),F41000.종합 건설업,F41100.건물 건설업,,27223.46448686256,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,14372.718891893235,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,266258.3057579961,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,1145.325504495765,1.0258146836404862,0.0895653401250421,1284880000000.0,1284880000000.0,654395000000.0,630480000000.0,54093970000.0,36387000000.0,30377037000.0,9173496000.0,3828545000.0,892183000000.0,673009000000.0,219174000000.0,326680000000.0,392693000000.0,180709000000.0,392693000000.0,1297950000000.0,1297950000000.0,1188930000000.0,109012000000.0,77957144000.0,31054433000.0,1688650000.0,12695933000.0,99831825000.0,95278014000.0,31905294000.0,75882926000.0,763386000.0,411000000.0,606525000.0,9510.0,9510.0,340929000000.0,347315000000.0,350559000000.0,173658000000.0,35849527.0,35849527.0,0.39643428,,missing,133,77336000000,56500000,0,,,0,,,,,0.43913858,72567.07,-0.34107366,103294.61,70.25,802735.56,,,,,,,,,568624066,미공개,미공개,B+,B
2017,5421919,"Bukwang Pharmaceutical Co., Ltd.",Public Company,South Korea,Pharmaceuticals,A003000,부광약품,부광약품(주),이제영,코스피,N35202.제약,KGS05P.의약품,C00000.제조업(10~34),C21000.의료용 물질 및 의약품 제조업,C21200.의약품 제조업,C21210.완제 의약품 제조업,2304.3347804926,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,1827.1866620830624,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,13114.884632269688,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,133.018149589395,0.0878511205135864,0.0660444614398623,236230000000.0,236230000000.0,124331000000.0,111899000000.0,24158380000.0,59940350000.0,39613061000.0,60233784000.0,13302394000.0,24926592000.0,19247217000.0,5679375000.0,4682190000.0,211303000000.0,22282242000.0,211303000000.0,150743000000.0,150743000000.0,70114606000.0,80628848000.0,72952920000.0,7675928000.0,425223000.0,,14883353000.0,11090627000.0,20939492000.0,8562582000.0,5358609000.0,741043000.0,6527840000.0,23600.0,23600.0,1051720000000.0,1051720000000.0,958169000000.0,1051720000000.0,44564484.0,44564484.0,0.23168169,196574594,xml_table,154,31379000000,48000000,0,,,0,,,,,-0.02106969,,0,,,416129.64,,,,,,,,,568624066,미공개,미공개,미공개,B
2017,5483668,Kolon Global Corporation,Public Company,South Korea,Construction and Engineering,A003070,코오롱글로벌,코오롱글로벌(주),김영범,코스피,N20103.건설 및 엔지니어링,KGS12P.건설업,F00000.건설업(41~42),F41000.종합 건설업,F41200.토목 건설업,F41220.토목 시설물 건설업,83685.37809585193,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,81780.32509061323,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,426363.203084851,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,3223.992473630455,3.1533712286383704,0.0978095096198361,2263440000000.0,2263440000000.0,1139100000000.0,1124340000000.0,95937084000.0,307975000000.0,206194000000.0,415870000000.0,99105162000.0,1798010000000.0,1489670000000.0,308335000000.0,616895000000.0,465432000000.0,127683000000.0,465432000000.0,3653610000000.0,3653610000000.0,3322180000000.0,331424000000.0,258915000000.0,72509169000.0,6698925000.0,33512651000.0,16479525000.0,15249106000.0,98261567000.0,38513230000.0,13558617000.0,3349863000.0,53086373000.0,9780.0,9780.0,246558000000.0,252126000000.0,237556000000.0,126063000000.0,25210438.0,25210438.0,0.46978538,,missing,122,1.50402E+11,49333333.33,0,,,0,,,,,0.00709975,75578.56,-0.9999999,121246.98,62.33,757744.87,,,,,,,,,568624066,미공개,미공개,미공개,B+
2017,20342129,"Daewoong Co., Ltd.",Public Company,South Korea,Pharmaceuticals,A003090,대웅,(주)대웅,윤재춘,코스피,N35202.제약,KGS05P.의약품,C00000.제조업(10~34),C21000.의료용 물질 및 의약품 제조업,C21200.의약품 제조업,C21210.완제 의약품 제조업,17769.12899394358,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,14340.53485374188,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,99650.16198414266,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,1052.099962360746,0.677129948792892,0.0643598491604846,1549150000000.0,1549150000000.0,718642000000.0,830512000000.0,135155000000.0,162637000000.0,249049000000.0,583503000000.0,180194000000.0,609848000000.0,280758000000.0,329090000000.0,61562085000.0,939306000000.0,29070990000.0,544622000000.0,1123960000000.0,1124080000000.0,609127000000.0,514830000000.0,430287000000.0,84543011000.0,3714917000.0,8487547000.0,83516944000.0,66250630000.0,14159380000.0,147774000000.0,41817733000.0,8398512000.0,103056000000.0,19350.0,19350.0,1125050000000.0,1125050000000.0,774985000000.0,1125050000000.0,58141980.0,58141980.0,0.44672128,,missing,57,14617000000,51500000,0,,,0,,,,,0.02491103,,0,,,1158224.59,,,,,,,,,568624066,미공개,미공개,미공개,B
2017,20360813,"SUN KWANG CO.,Ltd.",Public Company,South Korea,Transportation Infrastructure,A003100,선광,(주)선광,이상필,코스닥,N20305.운송인프라,,H00000.운수 및 창고업(49~52),H52000.창고 및 운송관련 서비스업,H52900.기타 운송관련 서비스업,H52940.화물 취급업,4158.687085938802,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,2172.9834081342283,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,11086.144490251723,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,126.7078,0.1567046060386908,0.1236740011575379,541277000000.0,541277000000.0,72350822000.0,468926000000.0,4169041000.0,28807768000.0,694153000.0,408261000000.0,3503404000.0,237321000000.0,63447468000.0,173873000000.0,3510968000.0,303957000000.0,6600000000.0,302223000000.0,119480000000.0,119480000000.0,91840558000.0,27639746000.0,11632236000.0,16007510000.0,729447000.0,7334849000.0,5237730000.0,5917130000.0,23717157000.0,25727599000.0,25900370000.0,79510000.0,53580512000.0,18650.0,18650.0,123090000000.0,123090000000.0,123830000000.0,123090000000.0,6600000.0,6600000.0,0.13270556,219172000,xml_table,161,16129000000,56000000,0,,,0,,,,,0.01960784,,0,,,1498067.44,,,,,,,,,568624066,,,,
2017,5533472,"Ilshin Spinning Co., Ltd",Public Company,South Korea,"Textiles, Apparel and Luxury Goods",A003200,일신방직,일신방직(주),김정수/김영호,코스피,"N25203.섬유, 의류, 사치품","KGS02P.섬유,의복",C00000.제조업(10~34),C13000.섬유제품 제조업,C13100.방적 및 가공사 제조업,C13100.방적 및 가공사 제조업,60188.40362727999,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,20862.659235249,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,141255.1532607575,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,434.558715233034,2.2682870173275576,0.5219748075035565,895873000000.0,895873000000.0,354557000000.0,540520000000.0,25931894000.0,54158105000.0,87650070000.0,212296000000.0,2245430000.0,191007000000.0,89536520000.0,101470000000.0,18975200000.0,704866000000.0,12000000000.0,687000000000.0,492466000000.0,492466000000.0,396245000000.0,96220860000.0,81758817000.0,23960820000.0,3020878000.0,2502324000.0,28925518000.0,15972039000.0,12919122000.0,37025928000.0,16837092000.0,255609000.0,13516966000.0,110000.0,11000.0,264000000000.0,264000000000.0,279027000000.0,264000000000.0,2400000.0,2400000.0,0.19816915,153773831,fs_api,119,30453000000,33000000,0,,,0,,,,,-0.08449396,,0,,,570404.03,90912,,99240,1993,,,,,568624066,미공개,미공개,미공개,B+
2017,9463044,"Daewon Pharmaceutical Co., Ltd.",Public Company,South Korea,Pharmaceuticals,A003220,대원제약,대원제약(주),백승열/백조나단인,코스피,N35202.제약,KGS05P.의약품,C00000.제조업(10~34),C21000.의료용 물질 및 의약품 제조업,C21200.의약품 제조업,C21210.완제 의약품 제조업,4048.271569469816,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,3214.546487730495,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,23228.88304975188,Estimate derived by applying revenue-based intensity factors to revenue data,추정치,234.247782062741,0.1543264164679957,0.0658816980502556,227202000000.0,227202000000.0,95787595000.0,131414000000.0,3677068000.0,42217174000.0,37205997000.0,108093000000.0,13924056000.0,59072925000.0,39161449000.0,19911475000.0,4195962000.0,168129000000.0,9101588000.0,167986000000.0,265462000000.0,265462000000.0,113418000000.0,152044000000.0,126750000000.0,25294455000.0,224407000.0,150644000.0,23524883000.0,10742011000.0,34952008000.0,4265009000.0,7335547000.0,1363167000.0,17720982000.0,21300.0,21300.0,387728000000.0,387728000000.0,360145000000.0,387728000000.0,18203175.0,18203175.0,0.28503545,834922000,xml_table,65,44368000000,41000000,0,,,0,,,,,0.06257379,,10718084.06,,,243271.38,,,,,,,,,568624066,미공개,미공개,B+,B+
