Feature,Rank_Total,DirectionPearson_Total,DirectionSpearman_Total,"Rank_저소득(<$5,238)","DirectionPearson_저소득(<$5,238)","DirectionSpearman_저소득(<$5,238)","Rank_중소득($5,238~$30,985)","DirectionPearson_중소득($5,238~$30,985)","DirectionSpearman_중소득($5,238~$30,985)","Rank_고소득(>$30,985)","DirectionPearson_고소득(>$30,985)","DirectionSpearman_고소득(>$30,985)"
수입_중량_급증률_12개월,1,0.08171811336500569,0.5385420689687427,1,0.11931765937257874,0.5294454701497476,1,0.11417706217561531,0.5760652811433858,1,0.13836567474580644,0.5100731429318971
수출_중량_급증률_12개월,2,0.0981958894526012,0.6646630284527031,2,0.10796274041457414,0.6387904389798241,2,0.08913388087477501,0.7145140887313424,2,0.10962447527630957,0.6333346360488383
수출_중량_급증률_6개월,3,0.11399140942188495,0.9228149442516855,3,0.13392285779005716,0.9044565519767604,3,0.17141095859724875,0.9369235086807601,3,0.1781722072834304,0.9077604418851354
조치대상국의_한국_HS6_수입_비중_변화,4,0.26877347311394734,0.5320937516140942,4,0.2427395085436018,0.5782733002726318,4,0.28047557050769173,0.530008647168976,5,0.286694218698382,0.5124250748440419
수입_중량_급증률_6개월,5,0.098681889638931,0.2146856724352519,6,0.1841643771022805,0.3094288487874879,5,0.12735464956421258,0.11311221177071687,4,0.13590554591560636,0.28668636268822945
조치대상국의_한국_HS6_수입_비중_조치_후,6,0.14999429737004452,0.7022643009045691,5,0.4568013101079218,0.8076220923214771,6,0.1067436207469856,0.6407143514472354,6,0.05113036871633558,0.6392493151420124
hs6,7,0.5588406269523918,0.9048016664687653,7,0.5902632277464893,0.9043458811251177,7,0.6069439016204784,0.8887493890953294,9,0.4267657801173246,0.8971192037829768
수출_중량_급증률_3개월,8,-0.0778572667930569,-0.7951899236876124,8,-0.25146578451885876,-0.7683218547632209,8,-0.09679819664594375,-0.83934270999619,7,-0.30112629803211527,-0.7630191916931776
수출_발생_월수_-_조치_전_12개월,9,-0.8881727576157387,-0.789008553909783,9,-0.8924501084013577,-0.7998087653464118,9,-0.8797431964336149,-0.7565125766708378,8,-0.8910892521460274,-0.7941811139973616
수입_발생_월수_-_조치_후_12개월,10,0.6615678596250262,0.738675654556246,11,0.6645214355813845,0.8082000976410906,10,0.718523235009296,0.7175263216960308,10,0.5964361498379783,0.6819272546728068
발틱_운임지수_BDI,11,0.6428981176952996,0.3142052574549884,13,0.6765650501337176,0.20283636909449076,15,0.5123454184291842,0.268168925042104,11,0.656948368191255,0.4091698590093278
case_id,12,-0.5873800439718871,-0.5428162192581066,12,-0.7292227327779137,-0.5995060332163733,11,-0.5720191671180834,-0.5843752714582435,16,-0.38083519345332006,-0.23385878135010954
조치대상국_GDP_성장률,13,-0.3985965911719247,-0.3069190592741796,10,-0.5324954657306956,-0.13711444767289627,12,-0.20612079271280148,-0.21778734379595865,28,-0.6270527307424448,-0.6726994709124149
글로벌_무역_성장률,14,0.6768466849309259,0.5424813257717271,15,0.5936023481066159,0.6000079626202562,14,0.7586453537500785,0.5702357522167089,14,0.6260962060058983,0.36293889253723827
수출_발생_월수_-_조치_후_6개월,15,-0.7165431507433362,-0.6593149060499908,17,-0.7221969100688378,-0.6776414405075867,16,-0.7402565452194281,-0.6283353385886736,13,-0.6783434081322101,-0.6285266902223389
조치대상국의_한국_HS6_수입_비중_조치_전,16,-0.5242400025118595,-0.6902815647249353,19,-0.45352426816423175,-0.6034031614976807,13,-0.5812176828315375,-0.7486132682102086,17,-0.48710434272970365,-0.6268197101160975
