Algorithm,Dataset,N,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F1-score,Accuracy,Balanced Accuracy,AUC
MLP,Train set,13134,5271,2569,3998,1296,0.5686697363853455,0.8026496171951294,0.39119841632404445,0.6656983948026323,0.5969240069389343,0.596924016759587,0.6514323353767395
MLP,Validation(CV),2627,1046,529,785,267,0.5712725520133972,0.7966489195823669,0.4025875190258752,0.665394426213119,0.5995432138442993,0.5996182193041211,0.6463740468025208
MLP,Test set,5630,2190,1022,1793,625,0.5498368144035339,0.7779751420021057,0.3630550621669627,0.6443071576513151,0.5705150961875916,0.5705151020845343,0.6165317296981812
MLP,Entire population,18764,7461,3591,5791,1921,0.5630093812942505,0.7952462434768677,0.382754210189725,0.6592736850869821,0.5890002250671387,0.5890002268332963,0.640994131565094
CNN,Train set,13134,6388,481,6086,179,0.5121051669120789,0.97274249792099,0.07324501294350541,0.67097315240928,0.5229937434196472,0.5229937554322477,0.6151009202003479
CNN,Validation(CV),2627,1280,98,1216,33,0.5128205418586731,0.9748666882514954,0.0745814307458143,0.6720924307081406,0.5245527029037476,0.5247240594986549,0.6256623864173889
CNN,Test set,5630,2721,178,2637,94,0.5078387260437012,0.9666074514389038,0.06323268206039076,0.6658509536932526,0.5149200558662415,0.5149200667496473,0.5743594765663147
CNN,Entire population,18764,9109,659,8723,273,0.5108232498168945,0.9709017276763916,0.07024088680451929,0.6694348591241712,0.5205712914466858,0.5205713072404554,0.602924644947052
