y,case_id,inv_cty,iso2,hs6,p_ad_yyyymm,수입 중량 급증률 3개월,수입 발생 월수 - 조치 전 3개월,수입 발생 월수 - 조치 후 3개월,수입 중량 급증률 6개월,수입 발생 월수 - 조치 전 6개월,수입 발생 월수 - 조치 후 6개월,수입 중량 급증률 12개월,수입 발생 월수 - 조치 전 12개월,수입 발생 월수 - 조치 후 12개월,수출 중량 급증률 3개월,수출 발생 월수 - 조치 전 3개월,수출 발생 월수 - 조치 후 3개월,수출 중량 급증률 6개월,수출 발생 월수 - 조치 전 6개월,수출 발생 월수 - 조치 후 6개월,수출 중량 급증률 12개월,수출 발생 월수 - 조치 전 12개월,수출 발생 월수 - 조치 후 12개월,반덤핑 관세율,동일 HS6에 대한 미국 AD 조치 대상국 수,반덤핑 조사 소요 기간,해당 HS6 최초 AD 조치 이후 경과 연수,반덤핑 조치 부과 연도,HS 챕터,조치대상국의 한국 HS6 수입 비중 조치 전,조치대상국의 한국 HS6 수입 비중 조치 후,조치대상국의 한국 HS6 수입 비중 변화,미국 GDP 성장률,중국 GDP 성장률,조치대상국 GDP 성장률,조치대상국 1인당 GDP,원·달러 환율 변화율,조치대상국 통화의 원화 환율 변화율,한국 수출 증가율,조치대상국-미국 간 인구가중 거리,조치대상국-한국 간 인구가중 거리,한국 GDP 성장률,한국 제조업 생산 증가율,조치대상국발 한국 HS6 수입 집중도,글로벌 무역 성장률,반덤핑 조치 시행 이후 경과 월수,미국의 연간 반덤핑 조치 건수,조치대상국의 대미 무역수지,브렌트 원유 가격,발틱 운임지수 BDI,글로벌 HS6 수출 규모,조치대상국의 대미 UN 투표 일치율
0,USA-AD-1010,China,CN,730890,200212,0.5773,3,3,0.666,6,6,0.6509,12,12,-0.2912,3.0,3.0,-0.6087,6.0,6.0,-0.7608,12.0,12.0,32.73,3,7,0,2002,73,0.391,0.599972,0.208972,1.700447,9.243393,9.243393,2610.729603,-0.030359,-1.3e-05,12.278075,11183.43,1168.165,7.743999,9.242373,0.391,0.005415,270,38,35421997979.6472,28.33,1738.0,8005193063.0,0.261538461538462
0,USA-AD-1010,China,CN,732690,200212,-0.1595,3,3,-0.0664,6,6,0.3198,12,12,0.307,3.0,3.0,0.1946,6.0,6.0,-0.0159,12.0,12.0,32.73,7,7,0,2002,73,0.183739,0.171245,-0.012493,1.700447,9.243393,9.243393,2610.729603,-0.030359,-1.3e-05,12.278075,11183.43,1168.165,7.743999,9.242373,0.183739,0.005415,270,38,35421997979.6472,28.33,1738.0,13606583314.0,0.261538461538462
0,USA-AD-1013,China,CN,292511,200212,-0.0464,3,3,0.118,6,6,0.2641,12,12,2.2849,2.0,2.0,5.8755,4.0,5.0,14.0617,8.0,11.0,363.22,2,5,8,2002,29,0.877543,0.936597,0.059054,1.700447,9.243393,9.243393,2610.729603,-0.030359,-1.3e-05,12.278075,11183.43,1168.165,7.743999,9.242373,0.877543,0.005415,270,38,35421997979.6472,28.33,1738.0,76932970.0,0.261538461538462
0,USA-AD-1014,China,CN,390530,200303,0.7273,3,3,0.9219,6,6,1.8469,11,12,-0.8826,3.0,1.0,-0.8308,6.0,3.0,-0.8988,12.0,4.0,97.86,6,6,8,2003,39,0.029497,0.077898,0.048401,2.795606,10.118193,10.118193,2857.037354,-0.047904,1e-05,13.443145,11183.43,1168.165,3.074727,4.78155,0.029497,0.041112,267,18,43051582861.334,30.61,1939.0,,0.221052631578947
0,USA-AD-1015,Germany,DE,390530,200302,0.6667,3,2,0.5929,6,5,0.0923,10,11,-0.7807,3.0,2.0,-0.7648,6.0,4.0,-0.8637,12.0,5.0,10.75,6,5,8,2003,39,0.131686,,,2.795606,10.118193,-0.529801,35270.022728,-0.047904,-0.164068,13.443145,7595.452,8503.73,3.074727,4.78155,0.131686,0.041112,268,18,38844755800.7871,32.77,1764.0,,0.494845360824742
0,USA-AD-1016,Japan,JP,390530,200302,0.1751,3,3,0.0715,6,6,0.0704,12,12,-0.7807,3.0,2.0,-0.7648,6.0,4.0,-0.8637,12.0,5.0,24.82,6,5,8,2003,39,7.08723,,,2.795606,10.118193,1.535125,31830.217585,-0.047904,-0.075402,13.443145,10286.19,951.7373,3.074727,4.78155,7.08723,0.041112,268,18,139380520054.083,32.77,1764.0,,0.443298969072165
0,USA-AD-1019,Canada,CA,100190,200305,0.3503,3,3,0.1612,6,6,0.0577,12,9,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1,8,0,2003,10,0.03948,0.044061,0.004582,2.795606,10.118193,1.806385,39270.023458,-0.047904,-0.107829,13.443145,2079.297,10032.81,3.074727,4.78155,0.03948,0.041112,265,18,10432942306.8005,25.86,2127.0,14440954430.0,0.5
0,USA-AD-1020,China,CN,283660,200308,0.0435,3,3,0.2326,6,6,0.2083,12,12,,0.0,0.0,,0.0,1.0,,0.0,1.0,81.3,1,10,0,2003,28,0.904258,0.887011,-0.017247,2.795606,10.118193,10.118193,2857.037354,-0.047904,1e-05,13.443145,11183.43,1168.165,3.074727,4.78155,0.904258,0.041112,262,18,43051582861.334,29.89,2265.0,95086559.0,0.221052631578947
0,USA-AD-1021,China,CN,730719,200306,0.0033,3,3,0.0011,6,6,0.1872,12,12,-0.3169,3.0,3.0,-0.0095,6.0,6.0,-0.2029,12.0,12.0,146.41,2,7,10,2003,73,,1.040826,,2.795606,10.118193,10.118193,2857.037354,-0.047904,1e-05,13.443145,11183.43,1168.165,3.074727,4.78155,,0.041112,264,18,43051582861.334,27.65,2125.0,962352021.0,0.221052631578947
0,USA-AD-1022,China,CN,281810,200305,-0.1083,3,3,-0.0141,6,6,0.1112,12,12,,0.0,0.0,,0.0,0.0,,0.0,1.0,218.93,1,6,0,2003,28,0.490873,0.5136,0.022728,2.795606,10.118193,10.118193,2857.037354,-0.047904,1e-05,13.443145,11183.43,1168.165,3.074727,4.78155,0.490873,0.041112,265,18,43051582861.334,25.86,2127.0,553813924.0,0.221052631578947
0,USA-AD-1023,Japan,JP,854620,200306,-0.1807,3,3,-0.0838,6,6,0.0773,12,12,,0.0,0.0,,0.0,0.0,,0.0,0.0,105.8,1,5,0,2003,85,0.522955,0.587469,0.064513,2.795606,10.118193,1.535125,31830.217585,-0.047904,-0.075402,13.443145,10286.19,951.7373,3.074727,4.78155,0.522955,0.041112,264,18,139380520054.083,27.65,2125.0,560354326.0,0.443298969072165
0,USA-AD-1024,Brazil,BR,731210,200307,,0,0,,0,0,,0,0,-0.3664,3.0,3.0,-0.297,6.0,6.0,-0.237,12.0,12.0,118.75,23,5,12,2003,73,0.0,0.0,0.0,2.795606,10.118193,1.140829,6941.439659,-0.047904,0.053799,13.443145,8088.514,17793.04,3.074727,4.78155,0.0,0.041112,263,18,2193173018.42129,28.35,2181.0,2667026591.0,0.27319587628866
0,USA-AD-1025,India,IN,731210,200307,-0.9683,1,1,-0.9683,1,1,-0.8822,4,2,-0.3664,3.0,3.0,-0.297,6.0,6.0,-0.237,12.0,12.0,83.65,23,5,12,2003,73,0.011723,0.003573,-0.008151,2.795606,10.118193,7.860381,841.278895,-0.047904,-0.0417,13.443145,13131.91,5108.001,3.074727,4.78155,0.011723,0.041112,263,18,8772510263.57571,28.35,2181.0,2667026591.0,0.298969072164948
0,USA-AD-1027,Mexico,MX,731210,200307,-1.0,1,0,-1.0,1,0,-1.0,1,0,-0.3664,3.0,3.0,-0.297,6.0,6.0,-0.237,12.0,12.0,57.64,23,5,12,2003,73,2.7e-05,0.0,-2.7e-05,2.795606,10.118193,1.185545,9221.996667,-0.047904,0.117343,13.443145,2468.405,11711.42,3.074727,4.78155,2.7e-05,0.041112,263,18,-4032619657.99998,28.35,2181.0,2667026591.0,0.257731958762887
0,USA-AD-1028,Thailand,TH,731210,200307,1954.4727,3,3,2695.5074,6,5,1437.4413,11,10,-0.3664,3.0,3.0,-0.297,6.0,6.0,-0.237,12.0,12.0,11.52,23,5,12,2003,73,0.002606,0.01847,0.015864,2.795606,10.118193,7.189243,4018.155382,-0.047904,-0.034345,13.443145,13936.19,3699.128,3.074727,4.78155,0.002606,0.041112,263,18,4771810540.67725,28.35,2181.0,2667026591.0,0.257731958762887
1,USA-AD-1034,China,CN,852812,200311,0.8319,3,3,1.8394,6,6,0.8165,12,12,-0.1721,3.0,3.0,-0.0191,6.0,6.0,0.3184,12.0,12.0,78.45,2,6,0,2003,85,0.091153,0.157923,0.06677,2.795606,10.118193,10.118193,2857.037354,-0.047904,1e-05,13.443145,11183.43,1168.165,3.074727,4.78155,0.091153,0.041112,259,18,43051582861.334,28.75,4417.0,,0.221052631578947
0,USA-AD-1039,France,FR,3702,200312,,0,1,-0.9542,2,1,-0.821,5,5,-0.2334,3.0,3.0,-0.0549,6.0,6.0,0.0079,12.0,12.0,44.93,3,6,0,2003,37,0.000376,0.000177,-0.0002,2.795606,10.118193,0.967827,33840.617572,-0.047904,-0.164068,13.443145,7456.767,9225.815,3.074727,4.78155,0.000376,0.041112,258,18,15984849589.3334,29.81,4765.0,,0.541237113402062
0,USA-AD-1039,France,FR,320490,200312,,0,1,-0.9903,2,1,-0.9528,4,3,1.2587,1.0,2.0,3.8714,1.0,4.0,16.5083,1.0,10.0,44.93,3,6,0,2003,32,0.004604,0.000548,-0.004056,2.795606,10.118193,0.967827,33840.617572,-0.047904,-0.164068,13.443145,7456.767,9225.815,3.074727,4.78155,0.004604,0.041112,258,18,15984849589.3334,29.81,4765.0,312007098.0,0.541237113402062
0,USA-AD-1039,France,FR,350699,200312,-0.7301,2,3,0.0873,5,6,-0.1933,11,12,3.8173,3.0,2.0,0.7232,6.0,5.0,1.1416,12.0,11.0,44.93,3,6,0,2003,35,0.025195,0.010661,-0.014534,2.795606,10.118193,0.967827,33840.617572,-0.047904,-0.164068,13.443145,7456.767,9225.815,3.074727,4.78155,0.025195,0.041112,258,18,15984849589.3334,29.81,4765.0,1088741116.0,0.541237113402062
0,USA-AD-1039,France,FR,391990,200312,-0.2634,3,3,0.5857,6,6,3.3183,12,12,-0.212,3.0,3.0,0.0403,6.0,6.0,0.1639,12.0,12.0,44.93,3,6,0,2003,39,0.003728,0.006289,0.002561,2.795606,10.118193,0.967827,33840.617572,-0.047904,-0.164068,13.443145,7456.767,9225.815,3.074727,4.78155,0.003728,0.041112,258,18,15984849589.3334,29.81,4765.0,4700241712.0,0.541237113402062
0,USA-AD-1039,France,FR,392062,200312,-0.6696,3,1,-0.7154,5,2,-0.7777,6,2,-0.1452,3.0,3.0,-0.1224,6.0,6.0,0.0956,12.0,12.0,44.93,11,6,13,2003,39,0.013643,0.001753,-0.01189,2.795606,10.118193,0.967827,33840.617572,-0.047904,-0.164068,13.443145,7456.767,9225.815,3.074727,4.78155,0.013643,0.041112,258,18,15984849589.3334,29.81,4765.0,2531907201.0,0.541237113402062
0,USA-AD-1039,France,FR,392099,200312,0.5143,3,3,0.3529,5,5,-0.154,11,9,-0.0494,3.0,3.0,1.3669,6.0,6.0,1.7043,12.0,12.0,44.93,3,6,0,2003,39,0.005211,0.003191,-0.00202,2.795606,10.118193,0.967827,33840.617572,-0.047904,-0.164068,13.443145,7456.767,9225.815,3.074727,4.78155,0.005211,0.041112,258,18,15984849589.3334,29.81,4765.0,1712303747.0,0.541237113402062
0,USA-AD-1039,France,FR,392190,200312,1.283,3,3,1.1719,6,6,0.0158,12,12,-0.1837,3.0,3.0,0.047,6.0,6.0,0.3063,12.0,12.0,44.93,5,6,0,2003,39,0.007983,0.005714,-0.002268,2.795606,10.118193,0.967827,33840.617572,-0.047904,-0.164068,13.443145,7456.767,9225.815,3.074727,4.78155,0.007983,0.041112,258,18,15984849589.3334,29.81,4765.0,6595251918.0,0.541237113402062
0,USA-AD-1039,France,FR,392690,200312,-0.3486,3,3,-0.1709,6,6,-0.0601,12,12,0.237,3.0,3.0,0.4371,6.0,6.0,0.6041,12.0,12.0,44.93,10,6,14,2003,39,0.133144,0.020801,-0.112343,2.795606,10.118193,0.967827,33840.617572,-0.047904,-0.164068,13.443145,7456.767,9225.815,3.074727,4.78155,0.133144,0.041112,258,18,15984849589.3334,29.81,4765.0,25065439709.0,0.541237113402062
0,USA-AD-1039,France,FR,961210,200312,-0.2469,3,3,-0.5734,6,6,-0.4562,11,12,-0.5241,3.0,3.0,-0.2438,6.0,6.0,-0.2047,12.0,12.0,44.93,3,6,0,2003,96,0.014433,0.008236,-0.006197,2.795606,10.118193,0.967827,33840.617572,-0.047904,-0.164068,13.443145,7456.767,9225.815,3.074727,4.78155,0.014433,0.041112,258,18,15984849589.3334,29.81,4765.0,1418041875.0,0.541237113402062
0,USA-AD-1040,Japan,JP,3702,200312,0.1059,3,3,0.173,6,6,0.1802,12,12,-0.2334,3.0,3.0,-0.0549,6.0,6.0,0.0079,12.0,12.0,106.6,3,6,0,2003,37,0.452278,0.489139,0.036861,2.795606,10.118193,1.535125,31830.217585,-0.047904,-0.075402,13.443145,10286.19,951.7373,3.074727,4.78155,0.452278,0.041112,258,18,139380520054.083,29.81,4765.0,,0.443298969072165
1,USA-AD-1040,Japan,JP,320490,200312,0.1896,3,3,0.2745,6,6,0.1775,12,12,1.2587,1.0,2.0,3.8714,1.0,4.0,16.5083,1.0,10.0,106.6,3,6,0,2003,32,0.686922,0.82503,0.138108,2.795606,10.118193,1.535125,31830.217585,-0.047904,-0.075402,13.443145,10286.19,951.7373,3.074727,4.78155,0.686922,0.041112,258,18,139380520054.083,29.81,4765.0,312007098.0,0.443298969072165
0,USA-AD-1040,Japan,JP,350699,200312,-0.1939,3,3,-0.0669,6,6,-0.0826,12,12,3.8173,3.0,2.0,0.7232,6.0,5.0,1.1416,12.0,11.0,106.6,3,6,0,2003,35,0.398564,0.385531,-0.013034,2.795606,10.118193,1.535125,31830.217585,-0.047904,-0.075402,13.443145,10286.19,951.7373,3.074727,4.78155,0.398564,0.041112,258,18,139380520054.083,29.81,4765.0,1088741116.0,0.443298969072165
0,USA-AD-1040,Japan,JP,391990,200312,0.0061,3,3,0.1899,6,6,0.3531,12,12,-0.212,3.0,3.0,0.0403,6.0,6.0,0.1639,12.0,12.0,106.6,3,6,0,2003,39,0.619533,0.666717,0.047184,2.795606,10.118193,1.535125,31830.217585,-0.047904,-0.075402,13.443145,10286.19,951.7373,3.074727,4.78155,0.619533,0.041112,258,18,139380520054.083,29.81,4765.0,4700241712.0,0.443298969072165
0,USA-AD-1040,Japan,JP,392062,200312,0.0216,3,3,0.0864,6,6,0.4872,12,12,-0.1452,3.0,3.0,-0.1224,6.0,6.0,0.0956,12.0,12.0,106.6,11,6,13,2003,39,0.898398,0.851517,-0.046881,2.795606,10.118193,1.535125,31830.217585,-0.047904,-0.075402,13.443145,10286.19,951.7373,3.074727,4.78155,0.898398,0.041112,258,18,139380520054.083,29.81,4765.0,2531907201.0,0.443298969072165
1,USA-AD-1040,Japan,JP,392099,200312,-0.0759,3,3,0.1508,6,6,0.399,12,12,-0.0494,3.0,3.0,1.3669,6.0,6.0,1.7043,12.0,12.0,106.6,3,6,0,2003,39,0.83958,0.852145,0.012565,2.795606,10.118193,1.535125,31830.217585,-0.047904,-0.075402,13.443145,10286.19,951.7373,3.074727,4.78155,0.83958,0.041112,258,18,139380520054.083,29.81,4765.0,1712303747.0,0.443298969072165
0,USA-AD-1040,Japan,JP,392190,200312,-0.0005,3,3,0.3789,6,6,0.7162,12,12,-0.1837,3.0,3.0,0.047,6.0,6.0,0.3063,12.0,12.0,106.6,5,6,0,2003,39,0.509955,0.595894,0.085939,2.795606,10.118193,1.535125,31830.217585,-0.047904,-0.075402,13.443145,10286.19,951.7373,3.074727,4.78155,0.509955,0.041112,258,18,139380520054.083,29.81,4765.0,6595251918.0,0.443298969072165
0,USA-AD-1040,Japan,JP,392690,200312,0.3122,3,3,0.3386,6,6,0.2837,12,12,0.237,3.0,3.0,0.4371,6.0,6.0,0.6041,12.0,12.0,106.6,10,6,14,2003,39,1.959987,0.321207,-1.63878,2.795606,10.118193,1.535125,31830.217585,-0.047904,-0.075402,13.443145,10286.19,951.7373,3.074727,4.78155,1.959987,0.041112,258,18,139380520054.083,29.81,4765.0,25065439709.0,0.443298969072165
0,USA-AD-1040,Japan,JP,961210,200312,-0.0877,3,3,-0.1429,6,6,-0.1553,12,12,-0.5241,3.0,3.0,-0.2438,6.0,6.0,-0.2047,12.0,12.0,106.6,3,6,0,2003,96,0.660768,0.577391,-0.083378,2.795606,10.118193,1.535125,31830.217585,-0.047904,-0.075402,13.443145,10286.19,951.7373,3.074727,4.78155,0.660768,0.041112,258,18,139380520054.083,29.81,4765.0,1418041875.0,0.443298969072165
0,USA-AD-1043,China,CN,392321,200401,0.6206,3,3,0.2343,6,6,0.3446,12,12,0.1301,3.0,3.0,0.3683,6.0,6.0,0.5076,12.0,12.0,80.52,6,7,0,2004,39,0.510023,0.392223,-0.1178,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.510023,0.079801,257,36,68940960688.562,31.28,5551.0,5225356200.0,0.166666666666667
0,USA-AD-1044,Malaysia,MY,392321,200401,-0.2492,3,3,-0.2336,6,6,0.102,12,12,0.1301,3.0,3.0,0.3683,6.0,6.0,0.5076,12.0,12.0,84.81,6,7,0,2004,39,0.067511,0.053465,-0.014046,3.847772,10.131407,6.783438,7025.34558,-0.038096,0.0,21.440538,14859.51,4418.149,5.183637,10.137825,0.067511,0.079801,257,36,15079434210.5263,31.28,5551.0,5225356200.0,0.16304347826087
0,USA-AD-1045,Thailand,TH,392321,200401,,0,2,160.9111,1,4,4.0578,2,7,0.1301,3.0,3.0,0.3683,6.0,6.0,0.5076,12.0,12.0,11.54,6,7,0,2004,39,0.004654,0.005444,0.00079,3.847772,10.131407,6.289342,4232.771573,-0.038096,-0.030426,21.440538,13936.19,3699.128,5.183637,10.137825,0.004654,0.079801,257,36,2759369127.41909,31.28,5551.0,5225356200.0,0.228260869565217
0,USA-AD-1046,China,CN,293213,200401,-0.0429,3,3,-0.0397,6,6,0.0596,12,12,,0.0,0.0,,0.0,0.0,,0.0,0.0,31.33,3,7,10,2004,29,0.93381,0.956041,0.022231,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.93381,0.079801,257,36,68940960688.562,31.28,5551.0,146511832.0,0.166666666666667
0,USA-AD-1047,China,CN,940320,200402,-0.0123,3,3,-0.0772,6,6,-0.1851,12,12,-0.35,3.0,3.0,-0.44,6.0,6.0,-0.5198,12.0,12.0,153.76,6,7,3,2004,94,0.835245,0.791139,-0.044106,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.835245,0.079801,256,36,68940960688.562,30.86,5263.0,7530890095.0,0.166666666666667
0,USA-AD-1047,China,CN,940390,200402,0.1768,3,3,0.3033,6,6,0.5145,12,12,-0.0484,3.0,3.0,-0.2081,6.0,6.0,0.063,12.0,12.0,153.76,1,7,9,2004,94,0.421167,0.566374,0.145207,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.421167,0.079801,256,36,68940960688.562,30.86,5263.0,7235770293.0,0.166666666666667
0,USA-AD-1056,South Africa,ZA,760612,200405,0.6163,3,3,1.2495,6,6,1.8943,12,12,2.2849,3.0,3.0,-0.6281,6.0,6.0,-0.8462,12.0,12.0,4.33,7,7,0,2004,76,0.009758,0.024303,0.014544,3.847772,10.131407,4.55456,5187.356834,-0.038096,-0.14608,21.440538,14418.61,12792.46,5.183637,10.137825,0.009758,0.079801,253,36,-6413747384.11009,37.57,3286.0,11137507470.0,0.173913043478261
0,USA-AD-1058,China,CN,700992,200406,-0.1354,3,3,0.2032,6,6,0.4113,12,12,-0.2309,3.0,3.0,0.1509,6.0,6.0,-0.0714,12.0,12.0,198.08,1,7,0,2004,70,0.448821,0.420173,-0.028648,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.448821,0.079801,252,36,68940960688.562,35.18,3005.0,784140332.0,0.166666666666667
0,USA-AD-1058,China,CN,940350,200406,-0.0021,3,3,0.4513,6,6,1.1285,12,12,-0.3295,3.0,3.0,0.176,6.0,6.0,-0.2039,12.0,12.0,198.08,1,7,0,2004,94,0.476047,0.687977,0.21193,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.476047,0.079801,252,36,68940960688.562,35.18,3005.0,7095196962.0,0.166666666666667
0,USA-AD-1059,China,CN,871680,200405,-0.1205,3,3,-0.0002,6,6,0.0643,12,12,-0.3772,3.0,3.0,0.0255,6.0,6.0,-0.3164,11.0,12.0,346.94,2,6,0,2004,87,0.355625,0.306807,-0.048818,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.355625,0.079801,253,36,68940960688.562,37.57,3286.0,1238085707.0,0.166666666666667
0,USA-AD-1059,China,CN,871690,200405,0.0519,3,3,0.0991,6,6,0.2237,12,12,-0.0105,3.0,3.0,0.091,6.0,6.0,0.0917,12.0,12.0,346.94,3,6,0,2004,87,0.547198,0.6668,0.119602,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.547198,0.079801,253,36,68940960688.562,37.57,3286.0,4739836170.0,0.166666666666667
0,USA-AD-1060,China,CN,320417,200406,0.0291,3,3,0.0689,6,6,0.0952,12,12,-0.1065,3.0,3.0,-0.0039,6.0,6.0,0.5472,12.0,12.0,370.06,2,7,0,2004,32,0.304963,0.303877,-0.001086,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.304963,0.079801,252,36,68940960688.562,35.18,3005.0,4027268042.0,0.166666666666667
0,USA-AD-1061,India,IN,320417,200406,-0.3168,3,3,-0.2126,6,6,0.043,12,12,-0.1065,3.0,3.0,-0.0039,6.0,6.0,0.5472,12.0,12.0,45.06,2,7,0,2004,32,0.05791,0.053689,-0.004221,3.847772,10.131407,7.922937,892.596615,-0.038096,-0.027195,21.440538,13131.91,5108.001,5.183637,10.137825,0.05791,0.079801,252,36,780195721.518435,35.18,3005.0,4027268042.0,0.277173913043478
0,USA-AD-1063,Brazil,BR,160520,200408,-1.0,1,0,-1.0,1,0,-1.0,1,0,6.9118,1.0,1.0,0.2577,2.0,3.0,0.0138,4.0,3.0,,7,7,0,2004,16,3e-06,0.0,-3e-06,3.847772,10.131407,5.759965,7258.781017,-0.038096,-0.049507,21.440538,8088.514,17793.04,5.183637,10.137825,3e-06,0.079801,250,36,8959313364.24297,42.74,4186.0,2825077909.0,0.239130434782609
0,USA-AD-1064,China,CN,160520,200407,1.5283,3,3,1.5474,6,6,2.7433,11,12,-0.6919,2.0,1.0,0.003,2.0,2.0,0.0138,4.0,3.0,112.81,7,6,0,2004,16,1.602233,,,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,1.602233,0.079801,251,36,68940960688.562,38.22,4048.0,2825077909.0,0.166666666666667
0,USA-AD-1066,India,IN,160520,200408,-0.0269,3,3,-0.1019,6,6,-0.171,12,12,6.9118,1.0,1.0,0.2577,2.0,3.0,0.0138,4.0,3.0,14.2,7,7,0,2004,16,0.110953,0.082325,-0.028627,3.847772,10.131407,7.922937,892.596615,-0.038096,-0.027195,21.440538,13131.91,5108.001,5.183637,10.137825,0.110953,0.079801,250,36,780195721.518435,42.74,4186.0,2825077909.0,0.277173913043478
0,USA-AD-1067,Thailand,TH,160520,200408,-0.0686,3,3,-0.237,6,6,-0.2533,12,12,6.9118,1.0,1.0,0.2577,2.0,3.0,0.0138,4.0,3.0,6.39,7,7,0,2004,16,0.604474,0.424236,-0.180238,3.847772,10.131407,6.289342,4232.771573,-0.038096,-0.030426,21.440538,13936.19,3699.128,5.183637,10.137825,0.604474,0.079801,250,36,2759369127.41909,42.74,4186.0,2825077909.0,0.228260869565217
0,USA-AD-1068,Vietnam,VN,160520,200407,0.1441,3,3,0.2393,6,6,0.2945,12,12,-0.6919,2.0,1.0,0.003,2.0,2.0,0.0138,4.0,3.0,93.13,7,6,0,2004,16,1.201223,,,3.847772,10.131407,7.536411,1510.94449,-0.038096,0.015243,21.440538,13715.75,3257.774,5.183637,10.137825,1.201223,0.079801,251,36,-957000000.0,38.22,4048.0,2825077909.0,0.125
0,USA-AD-1069,Japan,JP,840721,200408,-0.0289,3,3,0.1036,6,6,0.2034,12,12,,0.0,0.0,,0.0,0.0,,0.0,0.0,22.52,1,7,0,2004,84,0.713136,0.762692,0.049556,3.847772,10.131407,2.186116,32515.115802,-0.038096,-0.06677,21.440538,10286.19,951.7373,5.183637,10.137825,0.713136,0.079801,250,36,181993749574.639,42.74,4186.0,2314870407.0,0.451086956521739
0,USA-AD-1070a,China,CN,480230,200409,1.3188,1,2,6.2217,2,4,4.421,4,7,,0.0,0.0,,0.0,0.0,,0.0,0.0,266.83,1,7,0,2004,48,0.19416,0.831374,0.637214,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.388321,0.079801,249,36,68940960688.562,43.2,4105.0,51296799.0,0.166666666666667
0,USA-AD-1070a,China,CN,480254,200409,-0.235,3,2,-0.2821,5,3,-0.1745,8,5,,0.0,0.0,,0.0,1.0,,0.0,1.0,266.83,1,7,0,2004,48,0.078769,0.048644,-0.030125,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.157539,0.079801,249,36,68940960688.562,43.2,4105.0,,0.166666666666667
0,USA-AD-1070a,China,CN,480261,200409,,0,1,187.5633,1,1,9.7529,3,3,,0.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,266.83,2,7,0,2004,48,0.002675,0.059785,0.05711,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.00535,0.079801,249,36,68940960688.562,43.2,4105.0,,0.166666666666667
0,USA-AD-1070a,China,CN,480262,200409,0.5168,3,3,0.5051,5,5,0.2303,10,10,-0.2683,3.0,3.0,-0.2526,6.0,5.0,-0.0279,10.0,10.0,266.83,6,7,0,2004,48,0.245284,0.186668,-0.058615,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.490567,0.079801,249,36,68940960688.562,43.2,4105.0,,0.166666666666667
1,USA-AD-1070a,China,CN,480269,200409,1.3715,3,3,0.3352,6,5,1.526,11,11,-0.5652,1.0,1.0,0.7872,2.0,2.0,0.2911,6.0,4.0,266.83,6,7,0,2004,48,0.124029,0.139416,0.015386,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.248059,0.079801,249,36,68940960688.562,43.2,4105.0,,0.166666666666667
0,USA-AD-1070a,China,CN,480439,200409,-0.5561,3,3,-0.6494,6,5,-0.2866,10,10,0.1941,2.0,3.0,0.0179,4.0,4.0,-0.1974,9.0,8.0,266.83,1,7,0,2004,48,0.009006,0.013315,0.004309,3.847772,10.131407,10.131407,3127.862765,-0.038096,-2.8e-05,21.440538,11183.43,1168.165,5.183637,10.137825,0.018012,0.079801,249,36,68940960688.562,43.2,4105.0,1022543582.0,0.166666666666667
